DiagonalNonZeros,AbsoluteTrace,OneNorm,Trace,Dimension,SymmetricInfinityNorm,DiagonalMean,solver,actualclass,predictedclass, predicted, error, probability distribution,inst#
20001,1640000,100,1650000,20001,100,82.7266,26415434,bad,bad,   0     *1    ,,,9757
20001,1640000,100,1650000,20001,100,82.7266,81986705,bad,bad,   0     *1    ,,,9758
20001,1640000,100,1650000,20001,100,82.7266,29553942,bad,bad,   0     *1    ,,,9759
20001,1640000,100,1650000,20001,100,82.7266,19932324,bad,bad,   0     *1    ,,,9760
20002,1850000,247,1860000,20002,247,92.8934,45869640,bad,good,  *0.932  0.068,,,9761
20002,381371,48,391267,20002,48,19.5614,59072882,bad,bad,   0     *1    ,,,9762
20002,381371,48,391267,20002,48,19.5614,26415434,good,good,  *0.697  0.303,,,9763
20002,381371,48,391267,20002,48,19.5614,81986705,bad,bad,   0     *1    ,,,9764
20002,381371,48,391267,20002,48,19.5614,80361467,bad,bad,   0     *1    ,,,9765
20002,404040,48,413894,20002,48,20.6926,26415434,bad,good,  *0.697  0.303,,,9766
20002,404040,48,413894,20002,48,20.6926,26415432,bad,good,  *0.709  0.291,,,9767
8840.87,252305,99,259235,20402,94,12.7064,13323659,bad,bad,   0.001 *0.999,,,9768
8840.87,252305,99,259235,20402,94,12.7064,75830645,good,good,  *0.786  0.214,,,9769
8840.87,252305,99,259235,20402,94,12.7064,29553942,bad,bad,   0     *1    ,,,9770
8840.87,252305,99,259235,20402,94,12.7064,69654761,bad,bad,   0     *1    ,,,9771
8840.87,252305,99,259235,20402,94,12.7064,90197665,bad,bad,   0     *1    ,,,9772
8840.87,252305,99,259235,20402,94,12.7064,80361467,bad,bad,   0     *1    ,,,9773
8840.87,252305,99,259235,20402,94,12.7064,1216556,bad,bad,   0     *1    ,,,9774
20164,75951.1,9,85812.6,20164,8,4.25573,90197667,bad,bad,   0     *1    ,,,9775
20164,75951.1,9,85812.6,20164,8,4.25573,53302993,bad,bad,   0.002 *0.998,,,9776
20164,75951.1,9,85812.6,20164,8,4.25573,43373442,bad,bad,   0     *1    ,,,9777
20164,75951.1,9,85812.6,20164,8,4.25573,69654761,bad,bad,   0     *1    ,,,9778
20002,1850000,247,1860000,20002,247,92.8995,32168839,good,bad,   0.008 *0.992,,,9779
20001,1590000,100,1610000,20001,100,80.4509,90197667,bad,bad,   0     *1    ,,,9780
20001,1590000,100,1610000,20001,100,80.4509,59072882,bad,bad,   0     *1    ,,,9781
20001,1590000,100,1610000,20001,100,80.4509,36025722,bad,bad,   0.009 *0.991,,,9782
20001,1590000,100,1610000,20001,100,80.4509,32168839,bad,bad,   0.008 *0.992,,,9783
20001,1590000,100,1610000,20001,100,80.4509,29030070,bad,bad,   0.001 *0.999,,,9784
20001,1590000,100,1610000,20001,100,80.4509,13323659,bad,bad,   0.001 *0.999,,,9785
20001,1590000,100,1610000,20001,100,80.4509,45869640,bad,bad,   0.117 *0.883,,,9786
20001,1590000,100,1610000,20001,100,80.4509,19932324,bad,bad,   0     *1    ,,,9787
20001,1590000,100,1610000,20001,100,80.4509,80361467,bad,bad,   0     *1    ,,,9788
20001,1590000,100,1610000,20001,100,80.4509,75830647,good,good,  *0.791  0.209,,,9789
20002,494716,48,502098,20002,48,25.1024,45869640,bad,good,  *0.932  0.068,,,9790
20002,494716,48,502098,20002,48,25.1024,75830645,bad,good,  *0.786  0.214,,,9791
20002,611394,86,622910,20002,86,31.1424,59072881,bad,bad,   0     *1    ,,,9792
20002,611394,86,622910,20002,86,31.1424,8793453,bad,bad,   0     *1    ,,,9793
20002,611394,86,622910,20002,86,31.1424,26415432,good,good,  *0.709  0.291,,,9794
20002,611394,86,622910,20002,86,31.1424,29553942,bad,bad,   0     *1    ,,,9795
20002,611394,86,622910,20002,86,31.1424,1216556,bad,bad,   0     *1    ,,,9796
20002,1740000,247,1750000,20002,247,87.5357,59072881,bad,bad,   0     *1    ,,,9797
20002,1740000,247,1750000,20002,247,87.5357,44526267,bad,bad,   0     *1    ,,,9798
20002,1740000,247,1750000,20002,247,87.5357,8793453,bad,bad,   0     *1    ,,,9799
20002,1740000,247,1750000,20002,247,87.5357,49834419,bad,bad,   0     *1    ,,,9800
20002,1740000,247,1750000,20002,247,87.5357,29030070,bad,bad,   0.001 *0.999,,,9801
20002,1740000,247,1750000,20002,247,87.5357,80361466,bad,bad,   0     *1    ,,,9802
20002,1740000,247,1750000,20002,247,87.5357,80361467,bad,bad,   0     *1    ,,,9803
20002,425376,51,435291,20002,51,21.7624,59072881,bad,bad,   0     *1    ,,,9804
20002,425376,51,435291,20002,51,21.7624,75830645,bad,good,  *0.786  0.214,,,9805
20002,425376,51,435291,20002,51,21.7624,69654761,bad,bad,   0     *1    ,,,9806
20002,425376,51,435291,20002,51,21.7624,32874609,bad,bad,   0     *1    ,,,9807
20002,425376,51,435291,20002,51,21.7624,75830647,bad,good,  *0.791  0.209,,,9808
20001,1570000,100,1590000,20001,100,79.3069,49834419,bad,bad,   0     *1    ,,,9809
21738,4090000,558,4090000,21738,463,188.148,53302993,bad,bad,   0.002 *0.998,,,9810
21738,4090000,558,4090000,21738,463,188.148,43373442,bad,bad,   0     *1    ,,,9811
21738,4090000,558,4090000,21738,463,188.148,75830645,good,good,  *0.786  0.214,,,9812
21738,4090000,558,4090000,21738,463,188.148,32874609,bad,bad,   0     *1    ,,,9813
21738,4090000,558,4090000,21738,463,188.148,19932324,bad,bad,   0     *1    ,,,9814
21738,4090000,558,4090000,21738,463,188.148,80361466,bad,bad,   0     *1    ,,,9815
20002,1950000,247,1960000,20002,247,98.229,29030070,bad,bad,   0.001 *0.999,,,9816
20002,1950000,247,1960000,20002,247,98.229,75830645,good,good,  *0.786  0.214,,,9817
20002,1950000,247,1960000,20002,247,98.229,1216556,bad,bad,   0     *1    ,,,9818
21756,2830000,558,2830000,21756,332,129.937,44526267,bad,bad,   0     *1    ,,,9819
21756,2830000,558,2830000,21756,332,129.937,32168838,bad,bad,   0.008 *0.992,,,9820
21756,2830000,558,2830000,21756,332,129.937,43373442,bad,bad,   0     *1    ,,,9821
21756,2830000,558,2830000,21756,332,129.937,13323659,bad,bad,   0.001 *0.999,,,9822
21756,2830000,558,2830000,21756,332,129.937,69654761,bad,bad,   0     *1    ,,,9823
20002,1740000,247,1750000,20002,247,87.4784,13323659,bad,bad,   0.001 *0.999,,,9824
20002,1740000,247,1750000,20002,247,87.4784,45869640,good,good,  *0.932  0.068,,,9825
20002,1740000,247,1750000,20002,247,87.4784,32874609,bad,bad,   0     *1    ,,,9826
20002,1740000,247,1750000,20002,247,87.4784,90197665,bad,bad,   0     *1    ,,,9827
20002,1740000,247,1750000,20002,247,87.4784,80361466,bad,bad,   0     *1    ,,,9828
20002,1740000,247,1750000,20002,247,87.4784,75830647,good,good,  *0.791  0.209,,,9829
20002,730740,86,743879,20002,86,37.1902,90197667,bad,bad,   0     *1    ,,,9830
20002,730740,86,743879,20002,86,37.1902,32168838,bad,bad,   0.008 *0.992,,,9831
20002,730740,86,743879,20002,86,37.1902,49834419,bad,bad,   0     *1    ,,,9832
20002,730740,86,743879,20002,86,37.1902,5890862,bad,bad,   0     *1    ,,,9833
20002,730740,86,743879,20002,86,37.1902,45869640,good,good,  *0.932  0.068,,,9834
20002,730740,86,743879,20002,86,37.1902,75830645,good,good,  *0.786  0.214,,,9835
20002,730740,86,743879,20002,86,37.1902,81986705,bad,bad,   0     *1    ,,,9836
20002,730740,86,743879,20002,86,37.1902,80361467,bad,bad,   0     *1    ,,,9837
20001,1640000,100,1650000,20001,100,82.7247,44526267,bad,bad,   0     *1    ,,,9838
20001,1640000,100,1650000,20001,100,82.7247,29030070,bad,bad,   0.001 *0.999,,,9839
20001,1640000,100,1650000,20001,100,82.7247,13323659,bad,bad,   0.001 *0.999,,,9840
20001,1640000,100,1650000,20001,100,82.7247,45869640,bad,bad,   0.117 *0.883,,,9841
20001,1640000,100,1650000,20001,100,82.7247,69654761,bad,bad,   0     *1    ,,,9842
20001,1590000,100,1610000,20001,100,80.4648,59072882,bad,bad,   0     *1    ,,,9843
20001,1590000,100,1610000,20001,100,80.4648,44526267,bad,bad,   0     *1    ,,,9844
20001,1590000,100,1610000,20001,100,80.4648,8793453,bad,bad,   0     *1    ,,,9845
20001,1590000,100,1610000,20001,100,80.4648,26415434,bad,bad,   0     *1    ,,,9846
20001,1590000,100,1610000,20001,100,80.4648,26415432,good,bad,   0.003 *0.997,,,9847
20001,1590000,100,1610000,20001,100,80.4648,32874609,bad,bad,   0     *1    ,,,9848
20001,1590000,100,1610000,20001,100,80.4648,80361467,bad,bad,   0     *1    ,,,9849
20001,1590000,100,1610000,20001,100,80.4648,1216556,bad,bad,   0     *1    ,,,9850
8667.53,465380,111,472357,20002,113,23.6155,32168839,bad,bad,   0.008 *0.992,,,9851
8667.53,465380,111,472357,20002,113,23.6155,49834419,bad,bad,   0     *1    ,,,9852
8667.53,465380,111,472357,20002,113,23.6155,29030070,good,good,  *0.939  0.061,,,9853
8667.53,465380,111,472357,20002,113,23.6155,45869640,good,good,  *0.932  0.068,,,9854
8667.53,465380,111,472357,20002,113,23.6155,75830645,good,good,  *0.786  0.214,,,9855
8667.53,465380,111,472357,20002,113,23.6155,81986705,bad,bad,   0     *1    ,,,9856
67200,4830000,1808,4840000,67200,397,71.9805,43373442,bad,bad,   0     *1    ,,,9857
67200,4830000,1808,4840000,67200,397,71.9805,80361466,bad,bad,   0     *1    ,,,9858
20002,402707,49,412214,20002,49,20.6086,26415432,bad,good,  *0.709  0.291,,,9859
20002,402040,49,411232,20002,49,20.5595,44526267,bad,bad,   0     *1    ,,,9860
20002,402040,49,411232,20002,49,20.5595,43373442,bad,bad,   0     *1    ,,,9861
20002,402040,49,411232,20002,49,20.5595,29030070,bad,bad,   0.001 *0.999,,,9862
20002,402040,49,411232,20002,49,20.5595,26415434,good,good,  *0.697  0.303,,,9863
20002,402040,49,411232,20002,49,20.5595,75830645,good,good,  *0.786  0.214,,,9864
20002,402040,49,411232,20002,49,20.5595,81986705,bad,bad,   0     *1    ,,,9865
20002,402040,49,411232,20002,49,20.5595,29553942,bad,bad,   0     *1    ,,,9866
20002,402040,49,411232,20002,49,20.5595,32874609,bad,bad,   0     *1    ,,,9867
20002,402040,49,411232,20002,49,20.5595,90197665,bad,bad,   0     *1    ,,,9868
10001,530053,135,537978,20002,137,26.8962,49834419,bad,bad,   0     *1    ,,,9869
10001,530053,135,537978,20002,137,26.8962,75830645,good,good,  *0.786  0.214,,,9870
10001,530053,135,537978,20002,137,26.8962,69654761,bad,bad,   0     *1    ,,,9871
10001,530053,135,537978,20002,137,26.8962,80361466,bad,bad,   0     *1    ,,,9872
10001,530053,135,537978,20002,137,26.8962,80361467,bad,bad,   0     *1    ,,,9873
10001,530053,135,537978,20002,137,26.8962,1216556,bad,bad,   0     *1    ,,,9874
20002,735407,86,747591,20002,86,37.3758,90197667,bad,bad,   0     *1    ,,,9875
20002,572057,87,583238,20002,87,29.159,90197667,bad,bad,   0     *1    ,,,9876
20002,572057,87,583238,20002,87,29.159,59072881,bad,bad,   0     *1    ,,,9877
20002,572057,87,583238,20002,87,29.159,32168838,bad,bad,   0.008 *0.992,,,9878
20002,572057,87,583238,20002,87,29.159,45869640,good,good,  *0.932  0.068,,,9879
20002,572057,87,583238,20002,87,29.159,1216556,bad,bad,   0     *1    ,,,9880
38666.7,165333,43,184142,40000,15,4.60356,44526267,bad,bad,   0     *1    ,,,9881
38666.7,165333,43,184142,40000,15,4.60356,32168838,bad,bad,   0.008 *0.992,,,9882
38666.7,165333,43,184142,40000,15,4.60356,5890862,bad,bad,   0     *1    ,,,9883
38666.7,165333,43,184142,40000,15,4.60356,19932324,bad,bad,   0     *1    ,,,9884
38666.7,165333,43,184142,40000,15,4.60356,1216556,bad,bad,   0     *1    ,,,9885
20002,1630000,247,1640000,20002,247,82.1199,59072882,bad,bad,   0     *1    ,,,9886
20002,1630000,247,1640000,20002,247,82.1199,36025722,bad,bad,   0.009 *0.991,,,9887
20002,1630000,247,1640000,20002,247,82.1199,53302993,bad,bad,   0.002 *0.998,,,9888
20002,1630000,247,1640000,20002,247,82.1199,5890862,bad,bad,   0     *1    ,,,9889
20002,1630000,247,1640000,20002,247,82.1199,81986705,bad,bad,   0     *1    ,,,9890
20002,1630000,247,1640000,20002,247,82.1199,32874609,bad,bad,   0     *1    ,,,9891
20002,1630000,247,1640000,20002,247,82.1199,1216556,bad,bad,   0     *1    ,,,9892
20002,1630000,247,1640000,20002,247,82.1274,53302993,bad,bad,   0.002 *0.998,,,9893
20002,1630000,247,1640000,20002,247,82.1274,32168838,bad,bad,   0.008 *0.992,,,9894
20002,1630000,247,1640000,20002,247,82.1274,43373442,bad,bad,   0     *1    ,,,9895
20002,1630000,247,1640000,20002,247,82.1274,5890862,bad,bad,   0     *1    ,,,9896
20002,1630000,247,1640000,20002,247,82.1274,29030070,bad,bad,   0.001 *0.999,,,9897
20002,1630000,247,1640000,20002,247,82.1274,26415432,bad,good,  *0.709  0.291,,,9898
20002,1630000,247,1640000,20002,247,82.1274,45869640,good,good,  *0.932  0.068,,,9899
20002,1630000,247,1640000,20002,247,82.1274,69654761,bad,bad,   0     *1    ,,,9900
20002,1630000,247,1640000,20002,247,82.1274,90197665,bad,bad,   0     *1    ,,,9901
20002,1630000,247,1640000,20002,247,82.1274,1216556,bad,bad,   0     *1    ,,,9902
67200,5170000,1808,5170000,67200,397,76.9987,49834419,bad,bad,   0     *1    ,,,9903
67200,5170000,1808,5170000,67200,397,76.9987,43373442,bad,bad,   0     *1    ,,,9904
67200,5170000,1808,5170000,67200,397,76.9987,5890862,bad,bad,   0     *1    ,,,9905
67200,5170000,1808,5170000,67200,397,76.9987,81986705,bad,bad,   0     *1    ,,,9906
40000,242667,727,262619,40000,142,6.56547,32168838,bad,bad,   0.008 *0.992,,,9907
40000,242667,727,262619,40000,142,6.56547,26415432,bad,bad,   0.004 *0.996,,,9908
40000,242667,727,262619,40000,142,6.56547,13323659,bad,bad,   0.001 *0.999,,,9909
40000,242667,727,262619,40000,142,6.56547,45869640,bad,bad,   0.01  *0.99 ,,,9910
40000,242667,727,262619,40000,142,6.56547,81986705,bad,bad,   0     *1    ,,,9911
40000,242667,727,262619,40000,142,6.56547,1216556,bad,bad,   0     *1    ,,,9912
635060,4910000,13,5090000,635060,13,8.01588,59072881,bad,bad,   0     *1    ,,,9913
635060,4910000,13,5090000,635060,13,8.01588,53302993,bad,bad,   0.002 *0.998,,,9914
635060,4910000,13,5090000,635060,13,8.01588,8793453,bad,bad,   0     *1    ,,,9915
635060,4910000,13,5090000,635060,13,8.01588,5890862,bad,bad,   0     *1    ,,,9916
635060,4910000,13,5090000,635060,13,8.01588,29030070,bad,bad,   0     *1    ,,,9917
635060,4910000,13,5090000,635060,13,8.01588,32874609,bad,bad,   0     *1    ,,,9918
10001,547388,103,552414,20002,105,27.618,26415432,bad,bad,   0.003 *0.997,,,9919
17036.8,28394.7,3,40919.6,42592,3,0.960734,59072881,bad,bad,   0     *1    ,,,9920
17036.8,28394.7,3,40919.6,42592,3,0.960734,36025722,bad,bad,   0.009 *0.991,,,9921
67200,3490000,1808,3500000,67200,397,52.0338,32168839,bad,bad,   0.008 *0.992,,,9922
67200,3490000,1808,3500000,67200,397,52.0338,5890862,bad,bad,   0     *1    ,,,9923
67200,3490000,1808,3500000,67200,397,52.0338,45869640,bad,bad,   0.01  *0.99 ,,,9924
67200,3490000,1808,3500000,67200,397,52.0338,80361466,bad,bad,   0     *1    ,,,9925
20002,1520000,247,1530000,20002,247,76.6766,44526267,bad,bad,   0     *1    ,,,9926
20002,1520000,247,1530000,20002,247,76.6766,45869640,good,good,  *0.932  0.068,,,9927
20002,1520000,247,1530000,20002,247,76.6766,81986705,bad,bad,   0     *1    ,,,9928
15641.5,64606.3,6,68112.5,20402,6,3.33852,90197667,bad,bad,   0     *1    ,,,9929
15641.5,64606.3,6,68112.5,20402,6,3.33852,36025722,bad,bad,   0.009 *0.991,,,9930
15641.5,64606.3,6,68112.5,20402,6,3.33852,44526267,bad,bad,   0     *1    ,,,9931
15641.5,64606.3,6,68112.5,20402,6,3.33852,29030070,bad,bad,   0.001 *0.999,,,9932
15641.5,64606.3,6,68112.5,20402,6,3.33852,13323659,bad,bad,   0.001 *0.999,,,9933
15641.5,64606.3,6,68112.5,20402,6,3.33852,75830645,good,good,  *0.786  0.214,,,9934
15641.5,64606.3,6,68112.5,20402,6,3.33852,81986705,bad,bad,   0     *1    ,,,9935
15641.5,64606.3,6,68112.5,20402,6,3.33852,29553942,bad,bad,   0     *1    ,,,9936
29333.3,33333.3,4,46988.2,40000,3,1.17471,44526267,bad,bad,   0     *1    ,,,9937
29333.3,33333.3,4,46988.2,40000,3,1.17471,32168839,bad,bad,   0.008 *0.992,,,9938
20002,380705,48,390788,20002,48,19.5374,59072881,bad,bad,   0     *1    ,,,9939
20002,380705,48,390788,20002,48,19.5374,29030070,bad,bad,   0.001 *0.999,,,9940
20002,380705,48,390788,20002,48,19.5374,80361466,bad,bad,   0     *1    ,,,9941
20164,71246.1,9,81745,20164,8,4.054,90197667,bad,bad,   0     *1    ,,,9942
20164,71246.1,9,81745,20164,8,4.054,49834419,bad,bad,   0     *1    ,,,9943
20164,71246.1,9,81745,20164,8,4.054,81986705,bad,bad,   0     *1    ,,,9944
20164,71246.1,9,81745,20164,8,4.054,69654761,bad,bad,   0     *1    ,,,9945
20164,71246.1,9,81745,20164,8,4.054,80361466,bad,bad,   0     *1    ,,,9946
20002,692069,86,704721,20002,86,35.2325,8793453,bad,bad,   0     *1    ,,,9947
20002,424709,50,434950,20002,50,21.7453,26415432,good,good,  *0.709  0.291,,,9948
20001,1640000,100,1650000,20001,100,82.7257,44526267,bad,bad,   0     *1    ,,,9949
20001,1640000,100,1650000,20001,100,82.7257,8793453,bad,bad,   0     *1    ,,,9950
20001,1640000,100,1650000,20001,100,82.7257,13323659,bad,bad,   0.001 *0.999,,,9951
20001,1640000,100,1650000,20001,100,82.7257,80361466,bad,bad,   0     *1    ,,,9952
20002,650732,88,663020,20002,88,33.1477,8793453,bad,bad,   0     *1    ,,,9953
20002,650732,88,663020,20002,88,33.1477,26415432,good,good,  *0.709  0.291,,,9954
20002,650732,88,663020,20002,88,33.1477,32874609,bad,bad,   0     *1    ,,,9955
20002,379371,49,389920,20002,49,19.494,32168838,bad,bad,   0.008 *0.992,,,9956
20002,379371,49,389920,20002,49,19.494,43373442,bad,bad,   0     *1    ,,,9957
20002,379371,49,389920,20002,49,19.494,75830645,good,good,  *0.786  0.214,,,9958
20002,379371,49,389920,20002,49,19.494,69654761,bad,bad,   0     *1    ,,,9959
20002,379371,49,389920,20002,49,19.494,19932324,bad,bad,   0     *1    ,,,9960
20002,379371,49,389920,20002,49,19.494,80361466,bad,bad,   0     *1    ,,,9961
20002,379371,49,389920,20002,49,19.494,1216556,bad,bad,   0     *1    ,,,9962
20002,1740000,247,1750000,20002,247,87.3803,8793453,bad,bad,   0     *1    ,,,9963
20002,1740000,247,1750000,20002,247,87.3803,32168838,bad,bad,   0.008 *0.992,,,9964
20002,1740000,247,1750000,20002,247,87.3803,19932324,bad,bad,   0     *1    ,,,9965
20002,1740000,247,1750000,20002,247,87.3803,80361467,bad,bad,   0     *1    ,,,9966
20002,649398,86,662305,20002,86,33.1119,90197667,bad,bad,   0     *1    ,,,9967
20002,649398,86,662305,20002,86,33.1119,36025722,bad,bad,   0.009 *0.991,,,9968
20002,649398,86,662305,20002,86,33.1119,53302993,bad,bad,   0.002 *0.998,,,9969
20002,649398,86,662305,20002,86,33.1119,45869640,good,good,  *0.932  0.068,,,9970
20002,649398,86,662305,20002,86,33.1119,29553942,bad,bad,   0     *1    ,,,9971
10001,1250000,244,1260000,20002,246,62.7708,90197667,bad,bad,   0     *1    ,,,9972
10001,1250000,244,1260000,20002,246,62.7708,32168839,bad,bad,   0.008 *0.992,,,9973
10001,1250000,244,1260000,20002,246,62.7708,5890862,bad,bad,   0     *1    ,,,9974
10001,1250000,244,1260000,20002,246,62.7708,45869640,good,good,  *0.932  0.068,,,9975
10001,1250000,244,1260000,20002,246,62.7708,75830645,good,good,  *0.786  0.214,,,9976
10001,1250000,244,1260000,20002,246,62.7708,81986705,bad,bad,   0     *1    ,,,9977
10001,1250000,244,1260000,20002,246,62.7708,80361467,bad,bad,   0     *1    ,,,9978
30666.7,34666.7,4,48890.3,40000,2,1.22226,45869640,bad,bad,   0.01  *0.99 ,,,9979
20001,1660000,100,1680000,20001,100,83.8639,59072881,bad,bad,   0     *1    ,,,9980
20001,1660000,100,1680000,20001,100,83.8639,36025722,bad,bad,   0.009 *0.991,,,9981
20001,1660000,100,1680000,20001,100,83.8639,44526267,bad,bad,   0     *1    ,,,9982
20001,1660000,100,1680000,20001,100,83.8639,5890862,bad,bad,   0     *1    ,,,9983
20001,1660000,100,1680000,20001,100,83.8639,29030070,bad,bad,   0.001 *0.999,,,9984
20001,1660000,100,1680000,20001,100,83.8639,26415432,bad,bad,   0.003 *0.997,,,9985
20001,1660000,100,1680000,20001,100,83.8639,90197665,bad,bad,   0     *1    ,,,9986
38666.7,125333,43,143895,40000,15,3.59737,80361466,bad,bad,   0     *1    ,,,9987
21784,2490000,558,2490000,21784,332,114.287,75830647,bad,good,  *0.791  0.209,,,9988
67200,3970000,1808,3970000,67200,392,59.1447,59072881,bad,bad,   0     *1    ,,,9989
67200,3970000,1808,3970000,67200,392,59.1447,53302993,bad,bad,   0.002 *0.998,,,9990
67200,3970000,1808,3970000,67200,392,59.1447,5890862,bad,bad,   0     *1    ,,,9991
67200,3970000,1808,3970000,67200,392,59.1447,29030070,bad,good,  *0.724  0.276,,,9992
67200,3970000,1808,3970000,67200,392,59.1447,13323659,bad,bad,   0.001 *0.999,,,9993
67200,3970000,1808,3970000,67200,392,59.1447,81986705,bad,bad,   0     *1    ,,,9994
67200,3970000,1808,3970000,67200,392,59.1447,32874609,bad,bad,   0     *1    ,,,9995
67200,3970000,1808,3970000,67200,392,59.1447,80361466,bad,bad,   0     *1    ,,,9996
67200,3970000,1808,3970000,67200,392,59.1447,75830647,good,good,  *0.791  0.209,,,9997
67200,3970000,1808,3970000,67200,392,59.1447,85490470,bad,bad,   0     *1    ,,,9998
20001,1590000,100,1610000,20001,100,80.4655,45869640,bad,bad,   0.117 *0.883,,,9999
20001,1590000,100,1610000,20001,100,80.4655,75830645,good,good,  *0.786  0.214,,,10000
20001,1590000,100,1610000,20001,100,80.4655,29553942,bad,bad,   0     *1    ,,,10001
20001,1590000,100,1610000,20001,100,80.4655,69654761,bad,bad,   0     *1    ,,,10002
20002,6.01E+11,101000000,6.01E+11,20002,100000000,30000000,8793453,bad,bad,   0     *1    ,,,10003
20002,6.01E+11,101000000,6.01E+11,20002,100000000,30000000,26415434,bad,bad,   0     *1    ,,,10004
20002,6.01E+11,101000000,6.01E+11,20002,100000000,30000000,29553942,bad,bad,   0     *1    ,,,10005
20002,426043,48,435045,20002,48,21.7501,59072881,bad,bad,   0     *1    ,,,10006
20002,426043,48,435045,20002,48,21.7501,53302993,bad,bad,   0.002 *0.998,,,10007
20002,426043,48,435045,20002,48,21.7501,5890862,bad,bad,   0     *1    ,,,10008
20002,426043,48,435045,20002,48,21.7501,29553942,bad,bad,   0     *1    ,,,10009
20002,426043,48,435045,20002,48,21.7501,32874609,bad,bad,   0     *1    ,,,10010
20002,426043,48,435045,20002,48,21.7501,19932324,bad,bad,   0     *1    ,,,10011
20002,426043,48,435045,20002,48,21.7501,80361466,bad,bad,   0     *1    ,,,10012
20002,426043,48,435045,20002,48,21.7501,75830647,good,good,  *0.791  0.209,,,10013
20002,650732,86,662728,20002,86,33.1331,59072882,bad,bad,   0     *1    ,,,10014
20002,650732,86,662728,20002,86,33.1331,44526267,bad,bad,   0     *1    ,,,10015
20002,650732,86,662728,20002,86,33.1331,49834419,bad,bad,   0     *1    ,,,10016
20002,650732,86,662728,20002,86,33.1331,26415434,good,good,  *0.697  0.303,,,10017
20002,650732,86,662728,20002,86,33.1331,75830645,good,good,  *0.786  0.214,,,10018
20002,650732,86,662728,20002,86,33.1331,81986705,bad,bad,   0     *1    ,,,10019
20002,650732,86,662728,20002,86,33.1331,32874609,bad,bad,   0     *1    ,,,10020
20002,650732,86,662728,20002,86,33.1331,19932324,bad,bad,   0     *1    ,,,10021
20002,650732,86,662728,20002,86,33.1331,80361466,bad,bad,   0     *1    ,,,10022
20164,1740000,399,1760000,20164,299,87.0591,75830647,bad,good,  *0.791  0.209,,,10023
20002,1740000,247,1750000,20002,247,87.3797,75830647,bad,good,  *0.791  0.209,,,10024
20164,70574,9,80981.9,20164,8,4.01616,90197665,bad,bad,   0     *1    ,,,10025
20164,70574,9,80981.9,20164,8,4.01616,80361467,bad,bad,   0     *1    ,,,10026
10001,522052,125,529856,20002,127,26.4902,32168839,bad,bad,   0.008 *0.992,,,10027
10001,522052,125,529856,20002,127,26.4902,29553942,bad,bad,   0     *1    ,,,10028
10667.7,1310000,242,1320000,20002,244,65.8707,36025722,bad,bad,   0.009 *0.991,,,10029
10667.7,1310000,242,1320000,20002,244,65.8707,80361467,bad,bad,   0     *1    ,,,10030
10667.7,1310000,242,1320000,20002,244,65.8707,75830647,good,good,  *0.791  0.209,,,10031
8667.53,466713,112,472990,20002,114,23.6471,59072881,bad,bad,   0     *1    ,,,10032
8667.53,466713,112,472990,20002,114,23.6471,5890862,bad,bad,   0     *1    ,,,10033
8667.53,466713,112,472990,20002,114,23.6471,1216556,bad,bad,   0     *1    ,,,10034
11334.5,1380000,242,1390000,20002,244,69.476,29030070,bad,bad,   0     *1    ,,,10035
11334.5,1380000,242,1390000,20002,244,69.476,69654761,bad,bad,   0     *1    ,,,10036
11334.5,1380000,242,1390000,20002,244,69.476,80361466,bad,bad,   0     *1    ,,,10037
11334.5,1380000,242,1390000,20002,244,69.476,1216556,bad,bad,   0     *1    ,,,10038
11334.5,1380000,242,1390000,20002,244,69.476,75830647,good,good,  *0.791  0.209,,,10039
51005,287328,18,308243,51005,18,6.0434,44526267,bad,bad,   0     *1    ,,,10040
51005,287328,18,308243,51005,18,6.0434,49834419,bad,bad,   0     *1    ,,,10041
20002,692736,85,705702,20002,85,35.2816,26415434,bad,good,  *0.697  0.303,,,10042
20001,1590000,100,1610000,20001,100,80.4494,59072882,bad,bad,   0     *1    ,,,10043
20001,1590000,100,1610000,20001,100,80.4494,59072881,bad,bad,   0     *1    ,,,10044
20001,1590000,100,1610000,20001,100,80.4494,29553942,bad,bad,   0     *1    ,,,10045
20001,1590000,100,1610000,20001,100,80.4494,90197665,bad,bad,   0     *1    ,,,10046
20002,1630000,247,1640000,20002,247,82.1394,90197667,bad,bad,   0     *1    ,,,10047
20002,1630000,247,1640000,20002,247,82.1394,32168838,bad,bad,   0.008 *0.992,,,10048
20002,1630000,247,1640000,20002,247,82.1394,43373442,bad,bad,   0     *1    ,,,10049
20002,1630000,247,1640000,20002,247,82.1394,81986705,bad,bad,   0     *1    ,,,10050
20002,1630000,247,1640000,20002,247,82.1394,90197665,bad,bad,   0     *1    ,,,10051
20002,402040,49,411365,20002,49,20.5662,26415432,good,good,  *0.709  0.291,,,10052
20002,402040,49,411365,20002,49,20.5662,81986705,bad,bad,   0     *1    ,,,10053
11334.5,1400000,249,1410000,20002,251,70.3544,90197667,bad,bad,   0     *1    ,,,10054
11334.5,1400000,249,1410000,20002,251,70.3544,44526267,bad,bad,   0     *1    ,,,10055
11334.5,1400000,249,1410000,20002,251,70.3544,32168838,bad,bad,   0.008 *0.992,,,10056
11334.5,1400000,249,1410000,20002,251,70.3544,49834419,bad,bad,   0     *1    ,,,10057
