DiagonalNonZeros,AbsoluteTrace,OneNorm,Trace,Dimension,SymmetricInfinityNorm,DiagonalMean,solver,class
20002,334033,49,345368,20002,49,17.2667,5890862,bad
20002,334033,49,345368,20002,49,17.2667,29030070,bad
20002,334033,49,345368,20002,49,17.2667,26415434,good
20002,334033,49,345368,20002,49,17.2667,26415432,good
20002,334033,49,345368,20002,49,17.2667,13323659,bad
20002,334033,49,345368,20002,49,17.2667,45869640,good
20002,334033,49,345368,20002,49,17.2667,75830645,good
20002,334033,49,345368,20002,49,17.2667,81986705,bad
20002,334033,49,345368,20002,49,17.2667,29553942,bad
20002,334033,49,345368,20002,49,17.2667,69654761,bad
20002,334033,49,345368,20002,49,17.2667,32874609,bad
20002,334033,49,345368,20002,49,17.2667,90197665,bad
20002,334033,49,345368,20002,49,17.2667,19932324,bad
20002,334033,49,345368,20002,49,17.2667,80361466,bad
20002,334033,49,345368,20002,49,17.2667,80361467,bad
20002,334033,49,345368,20002,49,17.2667,1216556,bad
20002,334033,49,345368,20002,49,17.2667,75830647,good
20002,696736,86,708914,20002,86,35.4422,90197667,bad
20002,696736,86,708914,20002,86,35.4422,59072882,bad
20002,696736,86,708914,20002,86,35.4422,59072881,bad
20002,696736,86,708914,20002,86,35.4422,36025722,bad
20002,696736,86,708914,20002,86,35.4422,53302993,bad
20002,696736,86,708914,20002,86,35.4422,44526267,bad
20002,696736,86,708914,20002,86,35.4422,8793453,bad
20002,696736,86,708914,20002,86,35.4422,32168839,bad
20002,696736,86,708914,20002,86,35.4422,32168838,bad
20002,696736,86,708914,20002,86,35.4422,49834419,bad
20002,696736,86,708914,20002,86,35.4422,43373442,bad
20002,696736,86,708914,20002,86,35.4422,5890862,bad
20002,696736,86,708914,20002,86,35.4422,29030070,bad
20002,696736,86,708914,20002,86,35.4422,26415434,good
20002,696736,86,708914,20002,86,35.4422,26415432,good
20002,696736,86,708914,20002,86,35.4422,13323659,bad
20002,696736,86,708914,20002,86,35.4422,45869640,good
20002,696736,86,708914,20002,86,35.4422,81986705,bad
20002,696736,86,708914,20002,86,35.4422,29553942,bad
20002,696736,86,708914,20002,86,35.4422,69654761,bad
20002,696736,86,708914,20002,86,35.4422,32874609,bad
20002,696736,86,708914,20002,86,35.4422,90197665,bad
20002,696736,86,708914,20002,86,35.4422,19932324,bad
20002,696736,86,708914,20002,86,35.4422,80361466,bad
20002,696736,86,708914,20002,86,35.4422,80361467,bad
20002,696736,86,708914,20002,86,35.4422,1216556,bad
20002,696736,86,708914,20002,86,35.4422,75830647,good
20002,571390,86,582860,20002,86,29.1401,90197667,bad
20002,571390,86,582860,20002,86,29.1401,59072882,bad
20002,571390,86,582860,20002,86,29.1401,59072881,bad
20002,571390,86,582860,20002,86,29.1401,36025722,bad
20002,571390,86,582860,20002,86,29.1401,53302993,bad
20002,571390,86,582860,20002,86,29.1401,44526267,bad
20002,571390,86,582860,20002,86,29.1401,8793453,bad
20002,571390,86,582860,20002,86,29.1401,32168839,bad
20002,571390,86,582860,20002,86,29.1401,32168838,bad
20002,571390,86,582860,20002,86,29.1401,49834419,bad
20002,571390,86,582860,20002,86,29.1401,43373442,bad
20002,571390,86,582860,20002,86,29.1401,29030070,bad
20002,571390,86,582860,20002,86,29.1401,26415434,good
20002,571390,86,582860,20002,86,29.1401,26415432,good
20002,571390,86,582860,20002,86,29.1401,13323659,bad
20002,571390,86,582860,20002,86,29.1401,45869640,good
20002,571390,86,582860,20002,86,29.1401,75830645,good
20002,571390,86,582860,20002,86,29.1401,81986705,bad
20002,571390,86,582860,20002,86,29.1401,29553942,bad
20002,571390,86,582860,20002,86,29.1401,69654761,bad
20002,571390,86,582860,20002,86,29.1401,32874609,bad
20002,571390,86,582860,20002,86,29.1401,19932324,bad
20002,571390,86,582860,20002,86,29.1401,80361466,bad
20002,571390,86,582860,20002,86,29.1401,80361467,bad
20002,571390,86,582860,20002,86,29.1401,1216556,bad
20002,571390,86,582860,20002,86,29.1401,75830647,good
20002,710000000000,101000000,710000000000,20002,101000000,35500000,90197667,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,59072882,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,59072881,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,36025722,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,53302993,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,44526267,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,32168839,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,32168838,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,49834419,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,43373442,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,5890862,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,29030070,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,26415434,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,26415432,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,13323659,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,45869640,good
20002,710000000000,101000000,710000000000,20002,101000000,35500000,75830645,good
20002,710000000000,101000000,710000000000,20002,101000000,35500000,81986705,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,29553942,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,69654761,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,90197665,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,19932324,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,80361466,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,80361467,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,1216556,bad
20002,710000000000,101000000,710000000000,20002,101000000,35500000,75830647,good
20002,532053,88,543766,20002,88,27.1856,90197667,bad
20002,532053,88,543766,20002,88,27.1856,59072882,bad
20002,532053,88,543766,20002,88,27.1856,59072881,bad
20002,532053,88,543766,20002,88,27.1856,36025722,bad
20002,532053,88,543766,20002,88,27.1856,53302993,bad
20002,532053,88,543766,20002,88,27.1856,44526267,bad
20002,532053,88,543766,20002,88,27.1856,8793453,bad
20002,532053,88,543766,20002,88,27.1856,32168839,bad
20002,532053,88,543766,20002,88,27.1856,32168838,bad
20002,532053,88,543766,20002,88,27.1856,49834419,bad
20002,532053,88,543766,20002,88,27.1856,43373442,bad
20002,532053,88,543766,20002,88,27.1856,29030070,bad
20002,532053,88,543766,20002,88,27.1856,26415434,good
20002,532053,88,543766,20002,88,27.1856,26415432,good
20002,532053,88,543766,20002,88,27.1856,13323659,bad
20002,532053,88,543766,20002,88,27.1856,45869640,good
20002,532053,88,543766,20002,88,27.1856,75830645,good
20002,532053,88,543766,20002,88,27.1856,81986705,bad
20002,532053,88,543766,20002,88,27.1856,29553942,bad
20002,532053,88,543766,20002,88,27.1856,69654761,bad
20002,532053,88,543766,20002,88,27.1856,32874609,bad
20002,532053,88,543766,20002,88,27.1856,90197665,bad
20002,532053,88,543766,20002,88,27.1856,19932324,bad
20002,532053,88,543766,20002,88,27.1856,80361466,bad
20002,532053,88,543766,20002,88,27.1856,80361467,bad
20002,532053,88,543766,20002,88,27.1856,1216556,bad
20002,532053,88,543766,20002,88,27.1856,75830647,good
20002,358703,48,369238,20002,48,18.46,59072882,bad
20002,358703,48,369238,20002,48,18.46,59072881,bad
20002,358703,48,369238,20002,48,18.46,53302993,bad
20002,358703,48,369238,20002,48,18.46,8793453,bad
20002,358703,48,369238,20002,48,18.46,32168839,bad
20002,358703,48,369238,20002,48,18.46,32168838,bad
20002,358703,48,369238,20002,48,18.46,49834419,bad
20002,358703,48,369238,20002,48,18.46,43373442,bad
20002,358703,48,369238,20002,48,18.46,5890862,bad
20002,358703,48,369238,20002,48,18.46,29030070,bad
20002,358703,48,369238,20002,48,18.46,26415434,good
20002,358703,48,369238,20002,48,18.46,26415432,good
20002,358703,48,369238,20002,48,18.46,13323659,bad
20002,358703,48,369238,20002,48,18.46,45869640,good
20002,358703,48,369238,20002,48,18.46,75830645,good
20002,358703,48,369238,20002,48,18.46,81986705,bad
20002,358703,48,369238,20002,48,18.46,29553942,bad
20002,358703,48,369238,20002,48,18.46,69654761,bad
20002,358703,48,369238,20002,48,18.46,32874609,bad
20002,358703,48,369238,20002,48,18.46,90197665,bad
20002,358703,48,369238,20002,48,18.46,80361466,bad
20002,358703,48,369238,20002,48,18.46,80361467,bad
20002,358703,48,369238,20002,48,18.46,1216556,bad
20002,358703,48,369238,20002,48,18.46,75830647,good
20002,646000000000,104000000,646000000000,20002,104000000,32300000,90197667,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,59072882,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,59072881,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,36025722,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,53302993,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,44526267,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,8793453,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,32168839,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,32168838,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,49834419,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,43373442,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,5890862,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,29030070,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,26415434,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,26415432,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,13323659,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,45869640,good
20002,646000000000,104000000,646000000000,20002,104000000,32300000,81986705,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,29553942,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,69654761,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,32874609,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,90197665,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,19932324,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,80361466,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,80361467,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,1216556,bad
20002,646000000000,104000000,646000000000,20002,104000000,32300000,75830647,good
10001,506051,114,512984,20002,116,25.6466,90197667,bad
10001,506051,114,512984,20002,116,25.6466,59072882,bad
10001,506051,114,512984,20002,116,25.6466,59072881,bad
10001,506051,114,512984,20002,116,25.6466,32168839,bad
10001,506051,114,512984,20002,116,25.6466,32168838,bad
10001,506051,114,512984,20002,116,25.6466,49834419,bad
10001,506051,114,512984,20002,116,25.6466,5890862,bad
10001,506051,114,512984,20002,116,25.6466,29030070,good
10001,506051,114,512984,20002,116,25.6466,26415434,bad
10001,506051,114,512984,20002,116,25.6466,26415432,bad
10001,506051,114,512984,20002,116,25.6466,13323659,bad
10001,506051,114,512984,20002,116,25.6466,45869640,good
10001,506051,114,512984,20002,116,25.6466,75830645,good
10001,506051,114,512984,20002,116,25.6466,81986705,bad
10001,506051,114,512984,20002,116,25.6466,29553942,bad
10001,506051,114,512984,20002,116,25.6466,69654761,bad
10001,506051,114,512984,20002,116,25.6466,90197665,bad
10001,506051,114,512984,20002,116,25.6466,19932324,bad
10001,506051,114,512984,20002,116,25.6466,80361466,bad
10001,506051,114,512984,20002,116,25.6466,1216556,bad
10001,506051,114,512984,20002,116,25.6466,75830647,good
20002,538054,86,548751,20002,86,27.4348,90197667,bad
20002,538054,86,548751,20002,86,27.4348,59072882,bad
20002,538054,86,548751,20002,86,27.4348,59072881,bad
20002,538054,86,548751,20002,86,27.4348,36025722,bad
20002,538054,86,548751,20002,86,27.4348,53302993,bad
20002,538054,86,548751,20002,86,27.4348,44526267,bad
20002,538054,86,548751,20002,86,27.4348,8793453,bad
20002,538054,86,548751,20002,86,27.4348,32168839,bad
20002,538054,86,548751,20002,86,27.4348,32168838,bad
20002,538054,86,548751,20002,86,27.4348,49834419,bad
20002,538054,86,548751,20002,86,27.4348,43373442,bad
20002,538054,86,548751,20002,86,27.4348,5890862,bad
20002,538054,86,548751,20002,86,27.4348,29030070,bad
20002,538054,86,548751,20002,86,27.4348,26415434,good
20002,538054,86,548751,20002,86,27.4348,26415432,bad
20002,538054,86,548751,20002,86,27.4348,13323659,bad
20002,538054,86,548751,20002,86,27.4348,45869640,good
20002,538054,86,548751,20002,86,27.4348,75830645,bad
20002,538054,86,548751,20002,86,27.4348,81986705,bad
20002,538054,86,548751,20002,86,27.4348,29553942,bad
20002,538054,86,548751,20002,86,27.4348,69654761,bad
20002,538054,86,548751,20002,86,27.4348,32874609,bad
20002,538054,86,548751,20002,86,27.4348,90197665,bad
20002,538054,86,548751,20002,86,27.4348,19932324,bad
20002,538054,86,548751,20002,86,27.4348,80361466,bad
20002,538054,86,548751,20002,86,27.4348,80361467,bad
20002,538054,86,548751,20002,86,27.4348,1216556,bad
20002,538054,86,548751,20002,86,27.4348,75830647,bad
20002,649398,86,662194,20002,86,33.1064,90197667,bad
20002,649398,86,662194,20002,86,33.1064,59072882,bad
20002,649398,86,662194,20002,86,33.1064,59072881,bad
20002,649398,86,662194,20002,86,33.1064,36025722,bad
20002,649398,86,662194,20002,86,33.1064,53302993,bad
20002,649398,86,662194,20002,86,33.1064,8793453,bad
20002,649398,86,662194,20002,86,33.1064,32168839,bad
20002,649398,86,662194,20002,86,33.1064,32168838,bad
20002,649398,86,662194,20002,86,33.1064,49834419,bad
20002,649398,86,662194,20002,86,33.1064,43373442,bad
20002,649398,86,662194,20002,86,33.1064,5890862,bad
20002,649398,86,662194,20002,86,33.1064,29030070,bad
20002,649398,86,662194,20002,86,33.1064,26415434,good
20002,649398,86,662194,20002,86,33.1064,26415432,good
20002,649398,86,662194,20002,86,33.1064,13323659,bad
20002,649398,86,662194,20002,86,33.1064,45869640,good
20002,649398,86,662194,20002,86,33.1064,75830645,good
20002,649398,86,662194,20002,86,33.1064,81986705,bad
20002,649398,86,662194,20002,86,33.1064,29553942,bad
20002,649398,86,662194,20002,86,33.1064,69654761,bad
20002,649398,86,662194,20002,86,33.1064,32874609,bad
20002,649398,86,662194,20002,86,33.1064,90197665,bad
20002,649398,86,662194,20002,86,33.1064,19932324,bad
20002,649398,86,662194,20002,86,33.1064,80361467,bad
20002,649398,86,662194,20002,86,33.1064,1216556,bad
20002,649398,86,662194,20002,86,33.1064,75830647,good
20002,424709,49,433378,20002,49,21.6668,90197667,bad
20002,424709,49,433378,20002,49,21.6668,59072882,bad
20002,424709,49,433378,20002,49,21.6668,59072881,bad
20002,424709,49,433378,20002,49,21.6668,36025722,bad
20002,424709,49,433378,20002,49,21.6668,53302993,bad
20002,424709,49,433378,20002,49,21.6668,44526267,bad
20002,424709,49,433378,20002,49,21.6668,8793453,bad
20002,424709,49,433378,20002,49,21.6668,32168839,bad
20002,424709,49,433378,20002,49,21.6668,32168838,bad
20002,424709,49,433378,20002,49,21.6668,49834419,bad
20002,424709,49,433378,20002,49,21.6668,43373442,bad
20002,424709,49,433378,20002,49,21.6668,5890862,bad
20002,424709,49,433378,20002,49,21.6668,29030070,bad
20002,424709,49,433378,20002,49,21.6668,26415434,good
20002,424709,49,433378,20002,49,21.6668,26415432,good
20002,424709,49,433378,20002,49,21.6668,13323659,bad
20002,424709,49,433378,20002,49,21.6668,45869640,good
20002,424709,49,433378,20002,49,21.6668,75830645,good
20002,424709,49,433378,20002,49,21.6668,81986705,bad
20002,424709,49,433378,20002,49,21.6668,29553942,bad
20002,424709,49,433378,20002,49,21.6668,69654761,bad
20002,424709,49,433378,20002,49,21.6668,32874609,bad
20002,424709,49,433378,20002,49,21.6668,90197665,bad
20002,424709,49,433378,20002,49,21.6668,19932324,bad
20002,424709,49,433378,20002,49,21.6668,80361466,bad
20002,424709,49,433378,20002,49,21.6668,1216556,bad
20002,424709,49,433378,20002,49,21.6668,75830647,good
20002,696736,86,708746,20002,86,35.4338,90197667,bad
20002,696736,86,708746,20002,86,35.4338,59072882,bad
20002,696736,86,708746,20002,86,35.4338,59072881,bad
20002,696736,86,708746,20002,86,35.4338,36025722,bad
20002,696736,86,708746,20002,86,35.4338,53302993,bad
20002,696736,86,708746,20002,86,35.4338,44526267,bad
20002,696736,86,708746,20002,86,35.4338,8793453,bad
20002,696736,86,708746,20002,86,35.4338,32168839,bad
20002,696736,86,708746,20002,86,35.4338,32168838,bad
20002,696736,86,708746,20002,86,35.4338,49834419,bad
20002,696736,86,708746,20002,86,35.4338,43373442,bad
20002,696736,86,708746,20002,86,35.4338,5890862,bad
20002,696736,86,708746,20002,86,35.4338,29030070,bad
20002,696736,86,708746,20002,86,35.4338,26415434,good
20002,696736,86,708746,20002,86,35.4338,26415432,good
20002,696736,86,708746,20002,86,35.4338,45869640,good
20002,696736,86,708746,20002,86,35.4338,75830645,good
20002,696736,86,708746,20002,86,35.4338,81986705,bad
20002,696736,86,708746,20002,86,35.4338,29553942,bad
20002,696736,86,708746,20002,86,35.4338,69654761,bad
20002,696736,86,708746,20002,86,35.4338,32874609,bad
20002,696736,86,708746,20002,86,35.4338,90197665,bad
20002,696736,86,708746,20002,86,35.4338,19932324,bad
20002,696736,86,708746,20002,86,35.4338,80361466,bad
20002,696736,86,708746,20002,86,35.4338,80361467,bad
20002,696736,86,708746,20002,86,35.4338,1216556,bad
20002,696736,86,708746,20002,86,35.4338,75830647,good
20002,774077,86,786451,20002,86,39.3186,90197667,bad
20002,774077,86,786451,20002,86,39.3186,59072882,bad
20002,774077,86,786451,20002,86,39.3186,59072881,bad
20002,774077,86,786451,20002,86,39.3186,53302993,bad
20002,774077,86,786451,20002,86,39.3186,44526267,bad
20002,774077,86,786451,20002,86,39.3186,32168839,bad
20002,774077,86,786451,20002,86,39.3186,49834419,bad
20002,774077,86,786451,20002,86,39.3186,43373442,bad
20002,774077,86,786451,20002,86,39.3186,5890862,bad
20002,774077,86,786451,20002,86,39.3186,29030070,bad
20002,774077,86,786451,20002,86,39.3186,26415434,good
20002,774077,86,786451,20002,86,39.3186,26415432,good
20002,774077,86,786451,20002,86,39.3186,13323659,bad
20002,774077,86,786451,20002,86,39.3186,45869640,good
20002,774077,86,786451,20002,86,39.3186,75830645,good
20002,774077,86,786451,20002,86,39.3186,81986705,bad
20002,774077,86,786451,20002,86,39.3186,29553942,bad
20002,774077,86,786451,20002,86,39.3186,32874609,bad
20002,774077,86,786451,20002,86,39.3186,90197665,bad
20002,774077,86,786451,20002,86,39.3186,19932324,bad
20002,774077,86,786451,20002,86,39.3186,80361466,bad
20002,774077,86,786451,20002,86,39.3186,80361467,bad
20002,774077,86,786451,20002,86,39.3186,1216556,bad
20002,774077,86,786451,20002,86,39.3186,75830647,good
20002,696736,86,708996,20002,86,35.4463,90197667,bad
20002,696736,86,708996,20002,86,35.4463,59072882,bad
20002,696736,86,708996,20002,86,35.4463,59072881,bad
20002,696736,86,708996,20002,86,35.4463,36025722,bad
20002,696736,86,708996,20002,86,35.4463,53302993,bad
20002,696736,86,708996,20002,86,35.4463,44526267,bad
20002,696736,86,708996,20002,86,35.4463,8793453,bad
20002,696736,86,708996,20002,86,35.4463,32168839,bad
20002,696736,86,708996,20002,86,35.4463,32168838,bad
20002,696736,86,708996,20002,86,35.4463,49834419,bad
20002,696736,86,708996,20002,86,35.4463,43373442,bad
20002,696736,86,708996,20002,86,35.4463,5890862,bad
20002,696736,86,708996,20002,86,35.4463,29030070,bad
20002,696736,86,708996,20002,86,35.4463,26415434,good
20002,696736,86,708996,20002,86,35.4463,26415432,good
20002,696736,86,708996,20002,86,35.4463,13323659,bad
20002,696736,86,708996,20002,86,35.4463,45869640,good
20002,696736,86,708996,20002,86,35.4463,75830645,good
20002,696736,86,708996,20002,86,35.4463,81986705,bad
20002,696736,86,708996,20002,86,35.4463,29553942,bad
20002,696736,86,708996,20002,86,35.4463,69654761,bad
20002,696736,86,708996,20002,86,35.4463,32874609,bad
20002,696736,86,708996,20002,86,35.4463,90197665,bad
20002,696736,86,708996,20002,86,35.4463,19932324,bad
20002,696736,86,708996,20002,86,35.4463,80361466,bad
20002,696736,86,708996,20002,86,35.4463,80361467,bad
20002,696736,86,708996,20002,86,35.4463,1216556,bad
20002,696736,86,708996,20002,86,35.4463,75830647,good
9334.27,1190000,247,1190000,20002,249,59.5851,59072882,bad
9334.27,1190000,247,1190000,20002,249,59.5851,59072881,bad
9334.27,1190000,247,1190000,20002,249,59.5851,36025722,bad
9334.27,1190000,247,1190000,20002,249,59.5851,44526267,bad
9334.27,1190000,247,1190000,20002,249,59.5851,32168839,bad
9334.27,1190000,247,1190000,20002,249,59.5851,32168838,bad
9334.27,1190000,247,1190000,20002,249,59.5851,49834419,bad
9334.27,1190000,247,1190000,20002,249,59.5851,5890862,bad
9334.27,1190000,247,1190000,20002,249,59.5851,29030070,bad
9334.27,1190000,247,1190000,20002,249,59.5851,26415434,bad
9334.27,1190000,247,1190000,20002,249,59.5851,26415432,bad
9334.27,1190000,247,1190000,20002,249,59.5851,13323659,bad
9334.27,1190000,247,1190000,20002,249,59.5851,45869640,good
9334.27,1190000,247,1190000,20002,249,59.5851,75830645,good
9334.27,1190000,247,1190000,20002,249,59.5851,81986705,bad
9334.27,1190000,247,1190000,20002,249,59.5851,29553942,bad
9334.27,1190000,247,1190000,20002,249,59.5851,69654761,bad
9334.27,1190000,247,1190000,20002,249,59.5851,90197665,bad
9334.27,1190000,247,1190000,20002,249,59.5851,19932324,bad
9334.27,1190000,247,1190000,20002,249,59.5851,80361466,bad
9334.27,1190000,247,1190000,20002,249,59.5851,80361467,bad
9334.27,1190000,247,1190000,20002,249,59.5851,1216556,bad
9334.27,1190000,247,1190000,20002,249,59.5851,75830647,good
20002,650065,87,662216,20002,87,33.1075,90197667,bad
20002,650065,87,662216,20002,87,33.1075,59072882,bad
20002,650065,87,662216,20002,87,33.1075,59072881,bad
20002,650065,87,662216,20002,87,33.1075,53302993,bad
20002,650065,87,662216,20002,87,33.1075,44526267,bad
20002,650065,87,662216,20002,87,33.1075,8793453,bad
20002,650065,87,662216,20002,87,33.1075,32168839,bad
20002,650065,87,662216,20002,87,33.1075,32168838,bad
20002,650065,87,662216,20002,87,33.1075,49834419,bad
20002,650065,87,662216,20002,87,33.1075,43373442,bad
20002,650065,87,662216,20002,87,33.1075,5890862,bad
20002,650065,87,662216,20002,87,33.1075,29030070,bad
20002,650065,87,662216,20002,87,33.1075,26415434,good
20002,650065,87,662216,20002,87,33.1075,26415432,good
20002,650065,87,662216,20002,87,33.1075,13323659,bad
20002,650065,87,662216,20002,87,33.1075,45869640,good
20002,650065,87,662216,20002,87,33.1075,75830645,good
20002,650065,87,662216,20002,87,33.1075,81986705,bad
20002,650065,87,662216,20002,87,33.1075,29553942,bad
20002,650065,87,662216,20002,87,33.1075,69654761,bad
20002,650065,87,662216,20002,87,33.1075,32874609,bad
20002,650065,87,662216,20002,87,33.1075,90197665,bad
20002,650065,87,662216,20002,87,33.1075,19932324,bad
20002,650065,87,662216,20002,87,33.1075,80361466,bad
20002,650065,87,662216,20002,87,33.1075,80361467,bad
20002,650065,87,662216,20002,87,33.1075,1216556,bad
20002,650065,87,662216,20002,87,33.1075,75830647,good
20002,1630000,247,1640000,20002,247,82.0953,90197667,bad
20002,1630000,247,1640000,20002,247,82.0953,59072882,bad
20002,1630000,247,1640000,20002,247,82.0953,59072881,bad
20002,1630000,247,1640000,20002,247,82.0953,36025722,bad
20002,1630000,247,1640000,20002,247,82.0953,53302993,bad
20002,1630000,247,1640000,20002,247,82.0953,44526267,bad
20002,1630000,247,1640000,20002,247,82.0953,8793453,bad
20002,1630000,247,1640000,20002,247,82.0953,32168839,bad
20002,1630000,247,1640000,20002,247,82.0953,32168838,bad
20002,1630000,247,1640000,20002,247,82.0953,49834419,bad
20002,1630000,247,1640000,20002,247,82.0953,43373442,bad
20002,1630000,247,1640000,20002,247,82.0953,5890862,bad
20002,1630000,247,1640000,20002,247,82.0953,26415434,good
20002,1630000,247,1640000,20002,247,82.0953,26415432,bad
20002,1630000,247,1640000,20002,247,82.0953,13323659,bad
20002,1630000,247,1640000,20002,247,82.0953,45869640,good
20002,1630000,247,1640000,20002,247,82.0953,75830645,bad
20002,1630000,247,1640000,20002,247,82.0953,81986705,bad
20002,1630000,247,1640000,20002,247,82.0953,29553942,bad
20002,1630000,247,1640000,20002,247,82.0953,69654761,bad
20002,1630000,247,1640000,20002,247,82.0953,32874609,bad
20002,1630000,247,1640000,20002,247,82.0953,19932324,bad
20002,1630000,247,1640000,20002,247,82.0953,80361466,bad
20002,1630000,247,1640000,20002,247,82.0953,80361467,bad
20002,1630000,247,1640000,20002,247,82.0953,1216556,bad
20002,1630000,247,1640000,20002,247,82.0953,75830647,bad
20164,72590.4,9,82556.4,20164,8,4.09425,90197667,bad
20164,72590.4,9,82556.4,20164,8,4.09425,59072882,bad
20164,72590.4,9,82556.4,20164,8,4.09425,59072881,bad
20164,72590.4,9,82556.4,20164,8,4.09425,36025722,bad
20164,72590.4,9,82556.4,20164,8,4.09425,53302993,bad
20164,72590.4,9,82556.4,20164,8,4.09425,44526267,bad
20164,72590.4,9,82556.4,20164,8,4.09425,8793453,bad
20164,72590.4,9,82556.4,20164,8,4.09425,32168839,bad
20164,72590.4,9,82556.4,20164,8,4.09425,32168838,bad
20164,72590.4,9,82556.4,20164,8,4.09425,49834419,bad
20164,72590.4,9,82556.4,20164,8,4.09425,43373442,bad
20164,72590.4,9,82556.4,20164,8,4.09425,5890862,bad
20164,72590.4,9,82556.4,20164,8,4.09425,29030070,bad
