@relation RS1_train_nnz>10000labelsonly_MOOSE

@attribute DiagonalNonZeros numeric
@attribute AbsoluteTrace numeric
@attribute OneNorm numeric
@attribute Trace numeric
@attribute Dimension numeric
@attribute SymmetricInfinityNorm numeric
@attribute DiagonalMean numeric
@attribute solver {89565283,8793455,90197667,49598909,91036839,45869639,45869638,45869637,47942867,89269802,89269803,89269801,89269804,59072883,59072882,59072881,7285381,7285384,59072884,49598911,49598910,49598912,30870721,36025723,36025722,53302993,30870720,64278029,36025724,44526267,8793454,8793456,8793453,17734818,32168839,32168838,57331597,95762352,57331599,57331598,32168837,88865078,88865079,49834417,49834419,49834418,88865076,88865077,11256942,11256943,11256941,42851841,11256944,31459546,17887723,91845162,53362206,95762355,12321508,75830644,57331600,43373444,95762353,43373441,43373442,43373443,91068411,91068410,5890861,85483012,5890863,5890862,18868444,18868441,18868443,18868442,91068408,47942864,47942865,47942866,91068409,8520536,5890860,82456576,29030069,95762354,90783920,99720138,29030071,29030070,29030072,85490469,30870723,30870722,26415435,26415434,26415433,26415432,13323659,45869640,36564233,68908713,7285382,36564232,7285383,75830645,36564234,81986705,29553941,29553943,29553942,69654761,29553944,69654763,69654762,32874609,32168840,90197664,90197665,90197666,69654760,37052870,37052871,19932321,19932323,19932322,19932324,80361466,80361467,80361464,80361465,49834420,1216556,38678404,38678401,38678402,38678403,32874611,32874610,32874612,44114477,44114476,44114479,44114478,36564235,36025721,75830647,75830646,85490471,85490470,85490472,18524981,37052869,37052868}
@attribute class {good,bad}


@data
20002.0,1630000.0,247,1640000.0,20002,247,82.1271,80361466,bad
20002.0,1630000.0,248,1640000.0,20002,248,82.2109,1216556,bad
20002.0,690069.0,85,703851.0,20002,85,35.189,80361467,bad
20002.0,528000000000.0,102000000,528000000000.0,20002,102000000,26400000.0,26415432,bad
20002.0,449378.0,48,457643.0,20002,48,22.8799,90197665,bad
20002.0,358036.0,50,368016.0,20002,50,18.399,90197665,bad
20002.0,1740000.0,247,1750000.0,20002,247,87.4415,26415434,bad
20002.0,424709.0,49,433851.0,20002,49,21.6904,90197665,bad
20002.0,564723.0,90,571882.0,20002,90,28.5912,5890862,bad
20002.0,406000000000.0,100000000,406000000000.0,20002,100000000,20300000.0,13323659,bad
20002.0,1630000.0,247,1640000.0,20002,247,82.1573,90197667,bad
20002.0,649398.0,86,662194.0,20002,86,33.1064,8793453,bad
20002.0,508000000000.0,101000000,508000000000.0,20002,101000000,25400000.0,32874609,bad
20002.0,528000000000.0,104000000,528000000000.0,20002,104000000,26400000.0,59072881,bad
20002.0,653399.0,85,665690.0,20002,85,33.2812,5890862,bad
20001.0,1640000.0,100,1650000.0,20001,100,82.7387,29030070,bad
30666.7,41333.3,40,56912.3,40000,5,1.4228100000000001,29553942,bad
20002.0,1740000.0,247,1750000.0,20002,247,87.5397,8793453,bad
20001.0,1590000.0,100,1610000.0,20001,100,80.453,32168838,bad
20002.0,598000000000.0,102000000,598000000000.0,20002,101000000,29900000.0,29553942,bad
20002.0,690069.0,86,702213.0,20002,86,35.1071,32168838,bad
30666.7,37333.3,4,50816.2,40000,3,1.2704,81986705,bad
20002.0,334700.0,48,346109.0,20002,48,17.3037,75830647,good
643204.0,664000000.0,2064,664000000.0,643204,1737,1031.72,8793453,bad
20002.0,448045.0,50,456981.0,20002,50,22.8468,90197667,bad
20002.0,358703.0,48,369041.0,20002,48,18.4502,1216556,bad
30666.7,40000.0,4,52538.5,40000,3,1.31346,32168838,bad
20002.0,570724.0,86,582887.0,20002,86,29.1414,43373442,bad
20164.0,1630000.0,399,1640000.0,20164,299,81.52,43373442,bad
20002.0,356702.0,49,367587.0,20002,49,18.3775,81986705,bad
20002.0,404040.0,48,413998.0,20002,48,20.6979,26415432,good
29814.4,44011.7,3,51665.2,42592,3,1.2130299999999998,69654761,bad
20002.0,404040.0,48,413791.0,20002,48,20.6875,26415434,bad
20001.0,1640000.0,100,1650000.0,20001,100,82.7249,75830645,good
20002.0,602060.0,90,609114.0,20002,90,30.4526,26415432,good
20002.0,1630000.0,247,1640000.0,20002,247,82.1483,53302993,bad
20164.0,71918.3,9,81966.8,20164,8,4.06501,32168838,bad
20164.0,125017.0,15,136449.0,20164,12,6.76695,32168839,bad
20001.0,1660000.0,100,1680000.0,20001,100,83.8612,5890862,bad
20001.0,1640000.0,100,1650000.0,20001,100,82.7288,32168839,bad
29333.3,37333.3,4,50265.4,40000,3,1.25664,80361467,bad
20002.0,492049.0,86,503565.0,20002,86,25.1757,59072881,bad
20002.0,379371.0,49,389919.0,20002,49,19.494,32874609,bad
20002.0,380038.0,50,390263.0,20002,50,19.5112,1216556,bad
20002.0,657399.0,86,669749.0,20002,86,33.4841,75830645,good
20002.0,424709.0,49,433836.0,20002,49,21.6896,13323659,bad
21714.0,3470000.0,502,3470000.0,21714,416,159.985,26415434,bad
20002.0,1520000.0,247,1530000.0,20002,247,76.7166,75830645,good
20002.0,532720.0,85,544065.0,20002,85,27.2005,81986705,bad
20002.0,334033.0,49,344913.0,20002,49,17.2439,19932324,bad
20002.0,617395.0,86,628544.0,20002,86,31.4241,29553942,bad
20002.0,1850000.0,248,1860000.0,20002,248,92.9292,59072882,bad
40000.0,313333.0,1603,332032.0,40000,322,8.30079,69654761,bad
20002.0,358703.0,48,369331.0,20002,48,18.4647,13323659,bad
20002.0,696736.0,86,708661.0,20002,86,35.4295,75830645,bad
20001.0,1590000.0,100,1610000.0,20001,100,80.4441,44526267,bad
23760.0,906048.0,90,918818.0,23760,76,38.6708,53302993,bad
24135.5,41172.3,3,52278.4,42592,3,1.2274200000000002,32168839,bad
20002.0,379371.0,50,390694.0,20002,50,19.5328,43373442,bad
20002.0,379371.0,49,389236.0,20002,49,19.4598,29030070,bad
20002.0,696736.0,86,708831.0,20002,86,35.438,19932324,bad
20002.0,736074.0,86,749497.0,20002,86,37.4711,32168838,bad
20001.0,1590000.0,100,1610000.0,20001,100,80.4446,90197667,bad
20164.0,72590.4,9,82937.9,20164,8,4.113169999999999,26415434,bad
20002.0,356036.0,48,367272.0,20002,48,18.3618,29030070,bad
20001.0,1620000.0,100,1630000.0,20001,100,81.5986,5890862,bad
20002.0,402040.0,49,411339.0,20002,49,20.5649,29553942,bad
20002.0,570724.0,86,583057.0,20002,86,29.15,80361466,bad
20164.0,73262.5,9,83493.9,20164,8,4.14074,75830645,good
34666.7,44000.0,322,56452.9,40000,47,1.4113200000000001,29553942,bad
20002.0,611394.0,85,623581.0,20002,85,31.1759,90197665,bad
11334.5,1380000.0,242,1390000.0,20002,244,69.4495,44526267,bad
20002.0,454000000000.0,101000000,454000000000.0,20002,101000000,22700000.0,90197665,bad
20002.0,356036.0,48,367023.0,20002,48,18.3493,5890862,bad
21552.0,3020000.0,558,3030000.0,21552,416,140.425,59072882,bad
20002.0,601000000000.0,101000000,601000000000.0,20002,100000000,30000000.0,81986705,bad
20002.0,1630000.0,248,1640000.0,20002,248,82.1907,13323659,bad
20001.0,1590000.0,100,1610000.0,20001,100,80.4661,1216556,bad
38666.7,172000.0,41,191865.0,40000,15,4.79662,49834419,bad
20002.0,650732.0,85,663343.0,20002,85,33.1638,53302993,bad
20002.0,424709.0,48,433751.0,20002,48,21.6854,32874609,bad
20002.0,1420000.0,247,1430000.0,20002,247,71.3432,81986705,bad
20002.0,402040.0,48,412122.0,20002,48,20.604,1216556,bad
20001.0,1640000.0,100,1650000.0,20001,100,82.7259,32874609,bad
20001.0,1660000.0,100,1680000.0,20001,100,83.8651,90197665,bad
38666.7,133333.0,43,150529.0,40000,15,3.76324,26415434,bad
20002.0,570724.0,86,583057.0,20002,86,29.15,13323659,bad
20002.0,357369.0,48,368082.0,20002,48,18.4023,45869640,good
20002.0,492049.0,86,503582.0,20002,86,25.1766,26415432,good
20001.0,1640000.0,100,1650000.0,20001,100,82.7211,49834419,bad
20002.0,449378.0,48,457546.0,20002,48,22.875,29553942,bad
20002.0,1520000.0,247,1530000.0,20002,247,76.684,90197667,bad
20164.0,71246.1,9,81744.6,20164,8,4.05399,90197665,bad
20002.0,578725.0,86,589885.0,20002,86,29.4913,13323659,bad
20002.0,572057.0,85,583715.0,20002,85,29.1829,90197665,bad
20001.0,1640000.0,100,1650000.0,20001,100,82.7256,44526267,bad
20002.0,767410.0,86,781114.0,20002,86,39.0518,19932324,bad
20002.0,1630000.0,247,1640000.0,20002,247,82.0648,32168838,bad
20002.0,1850000.0,247,1860000.0,20002,247,92.8955,80361466,bad
20164.0,74606.8,9,84329.0,20164,8,4.18216,1216556,bad
20002.0,1310000.0,247,1320000.0,20002,247,66.04,19932324,bad
20002.0,1630000.0,247,1640000.0,20002,247,82.0614,32874609,bad
20164.0,69901.9,9,80971.4,20164,8,4.01564,8793453,bad
20002.0,506000000000.0,101000000,506000000000.0,20002,101000000,25300000.0,59072882,bad
20002.0,1630000.0,247,1640000.0,20002,247,82.1776,26415434,good
20002.0,618062.0,86,630609.0,20002,86,31.5273,5890862,bad
29333.3,34666.7,4,47359.4,40000,3,1.1839899999999999,32168838,bad
20002.0,401000000000.0,103000000,401000000000.0,20002,103000000,20000000.0,44526267,bad
20002.0,357369.0,48,368318.0,20002,48,18.414,75830645,good
21756.0,2830000.0,558,2830000.0,21756,332,129.938,29030070,bad
20002.0,767410.0,86,781114.0,20002,86,39.0518,26415434,good
20002.0,379371.0,49,389291.0,20002,49,19.4626,19932324,bad
40804.0,537253.0,68,559155.0,40804,47,13.7034,75830647,good
20002.0,1630000.0,247,1640000.0,20002,247,82.1592,36025722,bad
12921.3,19721.9,3,32906.0,20402,3,1.6128799999999999,13323659,bad
10001.0,547388.0,103,552613.0,20002,105,27.6279,29030070,bad
20002.0,448045.0,48,456912.0,20002,48,22.8433,49834419,bad
20002.0,736074.0,86,749568.0,20002,86,37.4747,32168838,bad
20002.0,657399.0,86,670044.0,20002,86,33.4988,32168838,bad
20002.0,424709.0,49,433345.0,20002,49,21.6651,26415432,good
20002.0,1520000.0,247,1530000.0,20002,247,76.5658,69654761,bad
20164.0,75278.9,9,84704.7,20164,8,4.2007900000000005,19932324,bad
20001.0,1620000.0,100,1630000.0,20001,100,81.5861,45869640,bad
20002.0,494049.0,86,505722.0,20002,86,25.2836,90197665,bad
20002.0,453000000000.0,104000000,453000000000.0,20002,104000000,22700000.0,80361467,bad
20002.0,649398.0,86,662194.0,20002,86,33.1064,53302993,bad
38666.7,149333.0,43,167364.0,40000,15,4.18409,80361466,bad
20001.0,1620000.0,100,1630000.0,20001,100,81.5959,75830645,good
20002.0,650732.0,86,662500.0,20002,86,33.1217,32168839,bad
20002.0,356702.0,49,366956.0,20002,49,18.346,45869640,good
20002.0,652732.0,86,665070.0,20002,86,33.2502,13323659,bad
20002.0,426043.0,51,435402.0,20002,51,21.7679,29553942,bad
20002.0,1630000.0,247,1640000.0,20002,247,82.1483,75830645,good
20002.0,616728.0,86,627950.0,20002,86,31.3944,53302993,bad
20001.0,1710000.0,100,1720000.0,20001,100,86.1429,75830645,good
20001.0,1620000.0,100,1630000.0,20001,100,81.6022,49834419,bad
20002.0,767410.0,86,781114.0,20002,86,39.0518,59072882,bad
20001.0,1660000.0,100,1680000.0,20001,100,83.8614,29553942,bad
8667.53,466713.0,112,472717.0,20002,114,23.6335,49834419,bad
29333.3,33333.3,4,45851.0,40000,3,1.1462700000000001,80361466,bad
21714.0,3470000.0,502,3470000.0,21714,416,159.982,69654761,bad
20164.0,120984.0,15,131817.0,20164,12,6.53723,69654761,bad
20002.0,379371.0,49,389765.0,20002,49,19.4863,90197665,bad
10667.7,1320000.0,243,1320000.0,20002,245,66.0766,45869640,good
20002.0,1520000.0,247,1540000.0,20002,247,76.782,49834419,bad
20002.0,1740000.0,247,1750000.0,20002,247,87.35600000000001,49834419,bad
67200.0,3290000.0,1787,3290000.0,67200,397,48.9853,8793453,bad
643204.0,485000000.0,1446,485000000.0,643204,1209,754.423,69654761,bad
20002.0,1630000.0,248,1640000.0,20002,248,82.1831,75830647,bad
20002.0,1410000.0,247,1420000.0,20002,247,71.1637,5890862,bad
20002.0,401373.0,48,411372.0,20002,48,20.5666,90197667,bad
20164.0,74606.8,9,84025.8,20164,8,4.16712,80361467,bad
20002.0,367000000000.0,101000000,367000000000.0,20002,101000000,18300000.0,8793453,bad
20002.0,1530000.0,248,1540000.0,20002,248,76.8469,19932324,bad
20002.0,1850000.0,247,1860000.0,20002,247,92.8427,29553942,bad
24135.5,41172.3,3,52281.7,42592,3,1.2275,26415434,bad
20164.0,98803.6,14,107705.0,20164,10,5.341469999999999,5890862,bad
20002.0,616728.0,86,627847.0,20002,86,31.3892,26415432,good
20002.0,1740000.0,247,1750000.0,20002,247,87.3498,19932324,bad
38666.7,146667.0,41,163539.0,40000,15,4.08847,36025722,bad
20002.0,425376.0,51,435359.0,20002,51,21.7658,90197667,bad
20164.0,125017.0,15,136449.0,20164,12,6.76695,13323659,bad
20002.0,1630000.0,247,1640000.0,20002,247,82.1196,32168838,bad
643204.0,470000000.0,1390,470000000.0,643204,1169,731.039,32168839,bad
20002.0,424709.0,50,435128.0,20002,50,21.7542,26415432,good
20164.0,73262.5,9,83085.3,20164,8,4.120480000000001,32168838,bad
20002.0,1850000.0,247,1860000.0,20002,247,92.8427,59072881,bad
20002.0,1310000.0,247,1320000.0,20002,247,65.8542,59072882,bad
24135.5,41172.3,3,52281.7,42592,3,1.2275,59072882,bad
20002.0,1950000.0,247,1970000.0,20002,247,98.2713,26415432,bad
20002.0,736074.0,86,748729.0,20002,86,37.4327,29553942,bad
20002.0,1740000.0,248,1750000.0,20002,248,87.5717,36025722,bad
11334.5,1380000.0,242,1390000.0,20002,244,69.3318,80361466,bad
9334.27,490716.0,115,497528.0,20002,117,24.8739,90197665,bad
20002.0,571000000000.0,102000000,571000000000.0,20002,102000000,28600000.0,29030070,bad
20164.0,74606.8,9,84287.3,20164,8,4.18009,45869640,bad
20164.0,1630000.0,399,1650000.0,20164,299,81.6135,32874609,bad
20002.0,448045.0,48,456911.0,20002,48,22.8433,45869640,bad
10001.0,1240000.0,243,1250000.0,20002,245,62.2718,29030070,bad
20002.0,696736.0,86,708996.0,20002,86,35.4463,29030070,bad
20164.0,70574.0,9,81017.7,20164,8,4.01794,44526267,bad
10667.7,584725.0,103,589539.0,20002,105,29.474,90197667,bad
20002.0,1520000.0,247,1540000.0,20002,247,76.782,75830647,bad
20001.0,1640000.0,100,1650000.0,20001,100,82.7247,29553942,bad
20001.0,1660000.0,100,1680000.0,20001,100,83.8613,36025722,bad
20002.0,614061.0,85,626529.0,20002,85,31.3233,44526267,bad
20002.0,404040.0,48,413998.0,20002,48,20.6979,59072882,bad
10001.0,548055.0,103,553019.0,20002,105,27.6482,44526267,bad
20002.0,358703.0,48,369132.0,20002,48,18.4547,90197665,bad
20001.0,1620000.0,100,1630000.0,20001,100,81.5921,75830645,good
20002.0,1090000.0,246,1100000.0,20002,246,55.0817,90197667,bad
20164.0,72590.4,9,82767.1,20164,8,4.1047,32874609,bad
20002.0,1630000.0,247,1640000.0,20002,247,82.0546,90197665,bad
20001.0,1640000.0,100,1650000.0,20001,100,82.7246,81986705,bad
643204.0,697000000.0,2064,697000000.0,643204,1737,1083.77,45869640,bad
29333.3,37333.3,4,50265.4,40000,3,1.25664,49834419,bad
47604.7,385938.0,26,415649.0,51005,23,8.14918,90197667,bad
20001.0,1620000.0,100,1630000.0,20001,100,81.5942,29553942,bad
51005.0,287328.0,18,308243.0,51005,18,6.0434,1216556,bad
20002.0,578725.0,86,589878.0,20002,86,29.491,81986705,bad
20164.0,74606.8,9,84627.4,20164,8,4.19695,26415434,bad
30666.7,38666.7,4,52297.6,40000,3,1.30744,43373442,bad
11334.5,622062.0,103,626912.0,20002,105,31.3425,90197665,bad
20001.0,1590000.0,100,1610000.0,20001,100,80.4514,32168838,bad
20002.0,1850000.0,247,1860000.0,20002,247,92.8957,75830647,good
20001.0,1570000.0,100,1590000.0,20001,100,79.3169,36025722,bad
20001.0,1660000.0,100,1680000.0,20001,100,83.8604,80361467,bad
20002.0,1420000.0,247,1430000.0,20002,247,71.3619,75830645,good
20002.0,334033.0,48,345488.0,20002,48,17.2727,26415432,good
20002.0,425376.0,50,434726.0,20002,50,21.7341,45869640,good
20001.0,1620000.0,100,1630000.0,20001,100,81.5944,26415434,bad
20164.0,74606.8,9,84037.3,20164,8,4.16769,5890862,bad
40804.0,432522.0,57,442443.0,40804,38,10.8431,8793453,bad
67200.0,4280000.0,1808,4290000.0,67200,397,63.799,75830645,good
11334.5,1400000.0,249,1410000.0,20002,251,70.3544,13323659,bad
20002.0,1740000.0,248,1750000.0,20002,248,87.5545,26415434,good
67200.0,4840000.0,1808,4850000.0,67200,397,72.2126,8793453,bad
20002.0,1520000.0,247,1530000.0,20002,247,76.7166,13323659,bad
20002.0,532720.0,85,544170.0,20002,85,27.2058,59072881,bad
8667.53,466047.0,112,472446.0,20002,114,23.6199,36025722,bad
20001.0,1570000.0,100,1590000.0,20001,100,79.3182,49834419,bad
23688.0,872508.0,90,885375.0,23688,76,37.3765,5890862,bad
20002.0,611394.0,85,624043.0,20002,85,31.199,36025722,bad
20002.0,567000000000.0,102000000,567000000000.0,20002,102000000,28300000.0,13323659,bad
20002.0,1740000.0,247,1750000.0,20002,247,87.5375,90197667,bad
11334.5,1380000.0,242,1390000.0,20002,244,69.4495,75830647,good
20002.0,381371.0,48,391560.0,20002,48,19.576,19932324,bad
20001.0,1620000.0,100,1630000.0,20001,100,81.5996,13323659,bad
30666.7,38666.7,4,51908.4,40000,3,1.2977100000000001,81986705,bad
38666.7,157333.0,27,174299.0,40000,13,4.357469999999999,5890862,bad
20002.0,504000000000.0,102000000,504000000000.0,20002,102000000,25200000.0,44526267,bad
20002.0,694736.0,86,706725.0,20002,86,35.3327,53302993,bad
38666.7,114667.0,27,133811.0,40000,13,3.3452699999999997,90197667,bad
20002.0,334700.0,49,345773.0,20002,49,17.2869,8793453,bad
20002.0,1520000.0,247,1530000.0,20002,247,76.7196,49834419,bad
20164.0,96115.1,13,104713.0,20164,10,5.19306,26415432,bad
9334.27,502717.0,123,509163.0,20002,125,25.4556,80361466,bad
20002.0,379371.0,49,389321.0,20002,49,19.4641,29030070,bad
20002.0,1530000.0,248,1540000.0,20002,248,76.821,90197665,bad
20001.0,1640000.0,100,1650000.0,20001,100,82.7245,19932324,bad
20002.0,499000000000.0,102000000,499000000000.0,20002,101000000,24900000.0,44526267,bad
20002.0,379371.0,48,389802.0,20002,48,19.4881,90197667,bad
20002.0,696070.0,86,707749.0,20002,86,35.3839,26415434,good
20002.0,611394.0,85,624287.0,20002,85,31.2112,44526267,bad
20002.0,455000000000.0,101000000,455000000000.0,20002,101000000,22700000.0,13323659,bad
20002.0,366933.0,49,376981.0,20002,49,18.8471,81986705,bad
23688.0,872508.0,90,885376.0,23688,76,37.3766,32168838,bad
10001.0,547388.0,103,552533.0,20002,105,27.6239,26415432,bad
20002.0,402040.0,49,411585.0,20002,49,20.5772,29030070,bad
21576.0,3180000.0,558,3180000.0,21576,416,147.498,80361466,bad
20002.0,578725.0,86,589878.0,20002,86,29.491,80361466,bad
20001.0,1620000.0,100,1630000.0,20001,100,81.5827,80361466,bad
20002.0,1850000.0,247,1860000.0,20002,247,92.885,59072882,bad
20001.0,1620000.0,100,1630000.0,20001,100,81.5861,81986705,bad
21540.0,3220000.0,558,3220000.0,21540,416,149.457,81986705,bad
20002.0,613395.0,86,625545.0,20002,86,31.2741,32168839,bad
20002.0,736074.0,86,748974.0,20002,86,37.4449,5890862,bad
20002.0,1630000.0,247,1640000.0,20002,247,82.0065,43373442,bad
20002.0,572057.0,87,583215.0,20002,87,29.1578,32168839,bad
20002.0,650732.0,86,662833.0,20002,86,33.1383,19932324,bad
20002.0,575391.0,86,587554.0,20002,86,29.3747,32168839,bad
20002.0,448045.0,50,457017.0,20002,50,22.8486,29030070,bad
31944.0,21100000000.0,5730000,21100000000.0,31944,1760000,660631.0,59072881,bad
20002.0,567000000000.0,101000000,567000000000.0,20002,100000000,28300000.0,53302993,bad
20002.0,1420000.0,247,1430000.0,20002,247,71.3586,59072882,bad
20002.0,447378.0,49,456250.0,20002,49,22.8102,45869640,good
20001.0,1620000.0,100,1630000.0,20001,100,81.5921,8793453,bad
643204.0,480000000.0,1446,480000000.0,643204,1209,746.7330000000001,90197667,bad
20002.0,470047.0,50,479384.0,20002,50,23.9668,29030070,bad
20001.0,1590000.0,100,1610000.0,20001,100,80.4569,80361467,bad
10001.0,547388.0,103,552613.0,20002,105,27.6279,32168839,bad
38666.7,150667.0,43,168438.0,40000,15,4.21095,59072881,bad
20002.0,401373.0,48,411272.0,20002,48,20.5616,1216556,bad
47604.7,385938.0,26,415649.0,51005,23,8.14918,69654761,bad
20002.0,401373.0,48,411324.0,20002,48,20.5641,26415434,good
20002.0,455000000000.0,101000000,455000000000.0,20002,101000000,22800000.0,53302993,bad
20002.0,424709.0,48,433787.0,20002,48,21.6872,75830645,bad
20002.0,424709.0,49,433342.0,20002,49,21.6649,75830647,good
20002.0,1520000.0,247,1540000.0,20002,247,76.7454,29553942,bad
20002.0,696736.0,86,708746.0,20002,86,35.4338,59072882,bad
20002.0,651398.0,86,662929.0,20002,86,33.1432,5890862,bad
20002.0,402040.0,48,411769.0,20002,48,20.5864,43373442,bad
31234.1,53949.9,3,63047.8,42592,3,1.48027,49834419,bad
20164.0,1410000.0,399,1420000.0,20164,299,70.4944,75830647,good
20002.0,1630000.0,247,1640000.0,20002,247,82.1776,45869640,good
38666.7,114667.0,27,133811.0,40000,13,3.3452699999999997,19932324,bad
20002.0,570724.0,86,582872.0,20002,86,29.1407,26415432,good
20164.0,71918.3,9,81965.3,20164,8,4.06493,8793453,bad
20002.0,1740000.0,247,1750000.0,20002,247,87.3797,45869640,good
20002.0,1520000.0,247,1530000.0,20002,247,76.6326,5890862,bad
20001.0,1640000.0,100,1650000.0,20001,100,82.7275,26415434,bad
20001.0,1660000.0,100,1680000.0,20001,100,83.865,80361466,bad
20002.0,578725.0,86,590600.0,20002,86,29.526999999999997,32168839,bad
30666.7,40000.0,4,53366.0,40000,3,1.33415,75830647,good
12921.3,19721.9,3,32905.4,20402,3,1.61285,19932324,bad
20164.0,98803.6,14,107698.0,20164,10,5.34112,75830645,good
20001.0,1660000.0,100,1680000.0,20001,100,83.8644,5890862,bad
20002.0,425376.0,51,435359.0,20002,51,21.7658,44526267,bad
10001.0,1240000.0,242,1250000.0,20002,244,62.2668,32168839,bad
30666.7,37333.3,4,48688.2,40000,3,1.2172,45869640,bad
12001.2,588726.0,137,596919.0,20002,139,29.843000000000004,36025722,bad
20002.0,494716.0,48,502098.0,20002,48,25.1024,29553942,bad
20002.0,578725.0,86,589878.0,20002,86,29.491,90197665,bad
40320.0,607488.0,124,620881.0,40320,65,15.3988,13323659,bad
20002.0,656732.0,86,667912.0,20002,86,33.3922,43373442,bad
20002.0,1740000.0,247,1750000.0,20002,247,87.3498,81986705,bad
20002.0,379371.0,48,390136.0,20002,48,19.5049,59072882,bad
20164.0,72590.4,9,83008.8,20164,8,4.116680000000001,90197667,bad
20002.0,1630000.0,247,1640000.0,20002,247,82.1296,80361466,bad
9334.27,510051.0,130,516188.0,20002,132,25.8068,75830645,good
20002.0,425376.0,50,434726.0,20002,50,21.7341,29553942,bad
20002.0,481000000000.0,103000000,481000000000.0,20002,103000000,24000000.0,75830647,good
20002.0,2060000.0,248,2070000.0,20002,248,103.67200000000001,13323659,bad
20002.0,356702.0,49,366959.0,20002,49,18.3461,59072881,bad
20002.0,379371.0,49,389101.0,20002,49,19.4531,75830645,good
12001.2,1450000.0,244,1460000.0,20002,246,72.9508,26415432,bad
20002.0,613395.0,86,625545.0,20002,86,31.2741,29553942,bad
20002.0,424709.0,48,433797.0,20002,48,21.6877,53302993,bad
30666.7,38666.7,4,51611.1,40000,3,1.2902799999999999,69654761,bad
20001.0,1590000.0,100,1610000.0,20001,100,80.4548,32168838,bad
21564.0,3120000.0,558,3130000.0,21564,416,144.929,1216556,bad
21738.0,3910000.0,558,3910000.0,21738,463,180.07299999999998,8793453,bad
20002.0,650732.0,86,662833.0,20002,86,33.1383,45869640,good
20002.0,611394.0,85,623580.0,20002,85,31.1759,75830647,good
20002.0,356036.0,48,367023.0,20002,48,18.3493,81986705,bad
20002.0,1740000.0,247,1750000.0,20002,247,87.5191,19932324,bad
20002.0,1740000.0,247,1750000.0,20002,247,87.48100000000001,5890862,bad
67200.0,4410000.0,1808,4420000.0,67200,397,65.7801,43373442,bad
20002.0,657399.0,86,669970.0,20002,86,33.4951,32874609,bad
20002.0,1630000.0,248,1640000.0,20002,248,82.1833,36025722,bad
20002.0,356036.0,48,367235.0,20002,48,18.3599,44526267,bad
20002.0,366933.0,49,376980.0,20002,49,18.8471,49834419,bad
38666.7,169333.0,27,188374.0,40000,13,4.70936,45869640,bad
20002.0,425376.0,48,434466.0,20002,48,21.7211,32168838,bad
20001.0,1640000.0,100,1650000.0,20001,100,82.7252,1216556,bad
20001.0,1620000.0,100,1630000.0,20001,100,81.5844,59072881,bad
20002.0,334700.0,49,345773.0,20002,49,17.2869,36025722,bad
20002.0,356702.0,49,366957.0,20002,49,18.346,13323659,bad
20402.0,24500000000.0,4500000,24500000000.0,20402,2750000,1200000.0,75830647,bad
20002.0,609000000000.0,100000000,609000000000.0,20002,100000000,30400000.0,32874609,bad
20002.0,1410000.0,247,1420000.0,20002,247,71.1658,32874609,bad
67200.0,4370000.0,1808,4380000.0,67200,397,65.1574,32168838,bad
635060.0,4910000.0,13,5090000.0,635060,13,8.015880000000001,69654761,bad
20001.0,1640000.0,100,1650000.0,20001,100,82.7342,90197667,bad
9334.27,486049.0,113,492773.0,20002,115,24.6362,59072882,bad
11334.5,1410000.0,251,1420000.0,20002,253,70.7476,5890862,bad
20002.0,379371.0,49,389319.0,20002,49,19.464000000000002,59072882,bad
20002.0,1630000.0,247,1640000.0,20002,247,82.0924,90197667,bad
20002.0,657399.0,86,669742.0,20002,86,33.4838,8793453,bad
67200.0,4540000.0,1808,4550000.0,67200,397,67.7631,32874609,bad
67200.0,3490000.0,1808,3500000.0,67200,397,52.0338,69654761,bad
20002.0,448045.0,49,456413.0,20002,49,22.8184,26415434,bad
20002.0,1420000.0,247,1430000.0,20002,247,71.3468,45869640,good
10001.0,1250000.0,244,1250000.0,20002,246,62.7111,26415434,bad
20002.0,1630000.0,247,1640000.0,20002,247,82.1483,1216556,bad
20002.0,655399.0,86,667074.0,20002,86,33.3504,32168839,bad
20002.0,379371.0,49,389780.0,20002,49,19.4871,45869640,good
20002.0,379371.0,50,390814.0,20002,50,19.5388,26415434,good
10001.0,548055.0,103,553019.0,20002,105,27.6482,29553942,bad
20002.0,356702.0,49,366956.0,20002,49,18.346,29553942,bad
10667.7,526053.0,115,533877.0,20002,117,26.6912,49834419,bad
20002.0,379371.0,50,390812.0,20002,50,19.5387,29030070,bad
30666.7,37333.3,4,48688.2,40000,3,1.2172,43373442,bad
20002.0,610728.0,87,622536.0,20002,87,31.1237,32168838,bad
20002.0,2060000.0,247,2070000.0,20002,247,103.41799999999999,49834419,bad
20002.0,575391.0,86,587554.0,20002,86,29.3747,75830645,bad
20002.0,1520000.0,247,1540000.0,20002,247,76.7823,69654761,bad
20001.0,1620000.0,100,1630000.0,20001,100,81.6022,45869640,bad
20002.0,235000000000.0,69900000,235000000000.0,20002,70000000,11800000.0,80361467,bad
20002.0,652065.0,86,664692.0,20002,86,33.2313,32168839,bad
20002.0,492716.0,48,500512.0,20002,48,25.0231,8793453,bad
19876.3,31234.1,3,45648.3,42592,3,1.07176,36025722,bad
20002.0,1740000.0,247,1750000.0,20002,247,87.5357,45869640,good
20002.0,1530000.0,248,1540000.0,20002,248,76.8469,8793453,bad
