DiagonalNonZeros,AbsoluteTrace,OneNorm,Trace,Dimension,SymmetricInfinityNorm,DiagonalMean,solver,actualclass
20002,1630000,248,1640000,20002,248,82.1887,90197665,bad
20002,1630000,248,1640000,20002,248,82.1887,19932324,bad
20002,1630000,248,1640000,20002,248,82.1887,1216556,bad
22740,837590,90,849388,22740,76,37.3521,59072882,bad
22740,837590,90,849388,22740,76,37.3521,59072881,bad
22740,837590,90,849388,22740,76,37.3521,8793453,bad
22740,837590,90,849388,22740,76,37.3521,32874609,bad
20002,1850000,248,1860000,20002,248,92.9203,59072881,bad
20002,1850000,248,1860000,20002,248,92.9203,32168838,bad
20002,1850000,248,1860000,20002,248,92.9203,43373442,bad
20002,1850000,248,1860000,20002,248,92.9203,29030070,bad
20002,1850000,248,1860000,20002,248,92.9203,13323659,bad
20002,1850000,248,1860000,20002,248,92.9203,75830645,good
20002,1850000,248,1860000,20002,248,92.9203,90197665,bad
20002,381371,48,391560,20002,48,19.576,59072882,bad
20002,381371,48,391560,20002,48,19.576,32168838,bad
20002,381371,48,391560,20002,48,19.576,49834419,bad
20002,381371,48,391560,20002,48,19.576,26415434,good
20002,381371,48,391560,20002,48,19.576,75830645,good
20002,1630000,247,1640000,20002,247,82.0157,36025722,bad
20002,1630000,247,1640000,20002,247,82.0157,32168838,bad
20002,1630000,247,1640000,20002,247,82.0157,13323659,bad
20002,1630000,247,1640000,20002,247,82.0157,69654761,bad
20002,1630000,247,1640000,20002,247,82.0157,80361467,bad
20002,1850000,247,1860000,20002,247,92.8995,8793453,bad
20002,1850000,247,1860000,20002,247,92.8995,32168838,bad
20002,1850000,247,1860000,20002,247,92.8995,45869640,good
20002,1850000,247,1860000,20002,247,92.8995,69654761,bad
20002,1850000,247,1860000,20002,247,92.8995,32874609,bad
8667.53,466713,112,472991,20002,114,23.6472,32168838,bad
8667.53,466713,112,472991,20002,114,23.6472,45869640,good
8667.53,466713,112,472991,20002,114,23.6472,81986705,bad
8667.53,466713,112,472991,20002,114,23.6472,69654761,bad
20002,380705,48,390789,20002,48,19.5375,53302993,bad
20002,380705,48,390789,20002,48,19.5375,43373442,bad
20002,380705,48,390789,20002,48,19.5375,69654761,bad
20002,402040,49,411218,20002,49,20.5589,29030070,bad
20002,402040,49,411218,20002,49,20.5589,26415432,bad
20002,402040,49,411218,20002,49,20.5589,81986705,bad
20002,402040,49,411218,20002,49,20.5589,29553942,bad
20002,402040,49,411218,20002,49,20.5589,19932324,bad
20002,424709,48,433742,20002,48,21.6849,53302993,bad
20002,424709,48,433742,20002,48,21.6849,44526267,bad
20002,424709,48,433742,20002,48,21.6849,26415434,good
20002,424709,48,433742,20002,48,21.6849,26415432,good
20002,424709,48,433742,20002,48,21.6849,81986705,bad
20002,424709,48,433742,20002,48,21.6849,80361466,bad
20002,424709,49,433836,20002,49,21.6896,49834419,bad
20002,424709,49,433836,20002,49,21.6896,81986705,bad
20002,424709,49,433836,20002,49,21.6896,19932324,bad
20002,424709,49,433836,20002,49,21.6896,80361466,bad
20002,424709,49,433836,20002,49,21.6896,80361467,bad
20002,424709,49,433836,20002,49,21.6896,1216556,bad
20002,424709,49,433836,20002,49,21.6896,75830647,good
30666.7,38666.7,4,51611.1,40000,3,1.29028,59072881,bad
30666.7,38666.7,4,51611.1,40000,3,1.29028,36025722,bad
30666.7,38666.7,4,51611.1,40000,3,1.29028,26415434,bad
30666.7,38666.7,4,51611.1,40000,3,1.29028,13323659,bad
30666.7,38666.7,4,51611.1,40000,3,1.29028,81986705,bad
30666.7,38666.7,4,51611.1,40000,3,1.29028,32874609,bad
20002,6.17E+11,101000000,6.17E+11,20002,101000000,30800000,59072882,bad
20002,6.17E+11,101000000,6.17E+11,20002,101000000,30800000,36025722,bad
20002,6.17E+11,101000000,6.17E+11,20002,101000000,30800000,29030070,bad
20002,6.17E+11,101000000,6.17E+11,20002,101000000,30800000,29553942,bad
20002,736074,86,749490,20002,86,37.4708,90197667,bad
20002,736074,86,749490,20002,86,37.4708,53302993,bad
20002,736074,86,749490,20002,86,37.4708,44526267,bad
20002,736074,86,749490,20002,86,37.4708,32168838,bad
20002,736074,86,749490,20002,86,37.4708,26415432,good
20002,736074,86,749490,20002,86,37.4708,32874609,bad
20002,736074,86,749490,20002,86,37.4708,80361467,bad
20002,4.32E+11,101000000,4.32E+11,20002,101000000,21600000,44526267,bad
20002,4.32E+11,101000000,4.32E+11,20002,101000000,21600000,8793453,bad
20002,4.32E+11,101000000,4.32E+11,20002,101000000,21600000,43373442,bad
20002,4.32E+11,101000000,4.32E+11,20002,101000000,21600000,26415432,bad
20002,4.32E+11,101000000,4.32E+11,20002,101000000,21600000,81986705,bad
20002,4.32E+11,101000000,4.32E+11,20002,101000000,21600000,32874609,bad
20164,75278.9,9,84704.7,20164,8,4.20079,32168838,bad
20164,75278.9,9,84704.7,20164,8,4.20079,26415432,bad
20164,75278.9,9,84704.7,20164,8,4.20079,45869640,bad
20164,75278.9,9,84704.7,20164,8,4.20079,69654761,bad
20164,75278.9,9,84704.7,20164,8,4.20079,75830647,good
20002,3.86E+11,102000000,3.86E+11,20002,102000000,19300000,59072882,bad
20002,3.86E+11,102000000,3.86E+11,20002,102000000,19300000,26415434,bad
20002,3.86E+11,102000000,3.86E+11,20002,102000000,19300000,19932324,bad
20002,3.86E+11,102000000,3.86E+11,20002,102000000,19300000,80361467,bad
20002,402040,49,411213,20002,49,20.5586,29030070,bad
20002,402040,49,411213,20002,49,20.5586,26415434,good
20002,402040,49,411213,20002,49,20.5586,81986705,bad
20002,425376,51,435287,20002,51,21.7622,53302993,bad
20002,425376,51,435287,20002,51,21.7622,32168839,bad
20002,425376,51,435287,20002,51,21.7622,5890862,bad
20002,425376,51,435287,20002,51,21.7622,29030070,bad
20002,425376,51,435287,20002,51,21.7622,69654761,bad
20002,2.29E+11,69900000,2.29E+11,20002,70000000,11500000,36025722,bad
20002,2.29E+11,69900000,2.29E+11,20002,70000000,11500000,69654761,bad
20002,470047,49,478050,20002,49,23.9001,90197667,bad
20002,470047,49,478050,20002,49,23.9001,36025722,bad
20002,470047,49,478050,20002,49,23.9001,44526267,bad
20002,470047,49,478050,20002,49,23.9001,32168839,bad
20002,470047,49,478050,20002,49,23.9001,43373442,bad
20002,470047,49,478050,20002,49,23.9001,29030070,bad
20002,470047,49,478050,20002,49,23.9001,26415432,good
20002,470047,49,478050,20002,49,23.9001,32874609,bad
20002,4.06E+11,100000000,4.06E+11,20002,100000000,20300000,59072882,bad
20002,4.06E+11,100000000,4.06E+11,20002,100000000,20300000,53302993,bad
20002,4.06E+11,100000000,4.06E+11,20002,100000000,20300000,8793453,bad
20002,4.06E+11,100000000,4.06E+11,20002,100000000,20300000,32168838,bad
20002,4.06E+11,100000000,4.06E+11,20002,100000000,20300000,69654761,bad
20002,4.06E+11,100000000,4.06E+11,20002,100000000,20300000,75830647,good
20002,729406,87,741734,20002,87,37.083,90197667,bad
20002,729406,87,741734,20002,87,37.083,53302993,bad
20002,729406,87,741734,20002,87,37.083,44526267,bad
20002,729406,87,741734,20002,87,37.083,32168838,bad
20002,729406,87,741734,20002,87,37.083,49834419,bad
20002,729406,87,741734,20002,87,37.083,29030070,bad
20002,729406,87,741734,20002,87,37.083,45869640,good
20002,356702,49,367687,20002,49,18.3825,53302993,bad
20002,356702,49,367687,20002,49,18.3825,8793453,bad
20002,356702,49,367687,20002,49,18.3825,75830645,good
20002,356702,49,367687,20002,49,18.3825,81986705,bad
20002,356702,49,367687,20002,49,18.3825,69654761,bad
20002,356702,49,367687,20002,49,18.3825,32874609,bad
20002,356702,49,367687,20002,49,18.3825,80361466,bad
20002,650732,88,662978,20002,88,33.1456,90197667,bad
20002,650732,88,662978,20002,88,33.1456,59072882,bad
20002,618062,86,629097,20002,86,31.4517,5890862,bad
20002,618062,86,629097,20002,86,31.4517,13323659,bad
20002,618062,86,629097,20002,86,31.4517,75830647,good
20002,357369,48,368317,20002,48,18.414,44526267,bad
20002,357369,48,368317,20002,48,18.414,43373442,bad
20002,357369,48,368317,20002,48,18.414,26415432,good
20002,357369,48,368317,20002,48,18.414,75830647,good
31944,22000000000,5730000,22000000000,31944,1760000,689993,75830645,good
31944,22000000000,5730000,22000000000,31944,1760000,689993,75830647,good
20002,1740000,247,1750000,20002,247,87.4861,59072881,bad
20002,1740000,247,1750000,20002,247,87.4861,32168839,bad
20002,1740000,247,1750000,20002,247,87.4861,32168838,bad
20002,1740000,247,1750000,20002,247,87.4861,26415434,good
20002,1740000,247,1750000,20002,247,87.4861,26415432,good
20002,1740000,247,1750000,20002,247,87.4861,75830645,good
20002,1740000,247,1750000,20002,247,87.4861,32874609,bad
20002,1740000,247,1750000,20002,247,87.4861,80361467,bad
40804,511410,78,527544,40804,46,12.9287,59072882,bad
40804,511410,78,527544,40804,46,12.9287,59072881,bad
40804,511410,78,527544,40804,46,12.9287,75830645,good
40804,511410,78,527544,40804,46,12.9287,80361466,bad
20002,424709,48,433788,20002,48,21.6872,53302993,bad
20002,424709,48,433788,20002,48,21.6872,26415434,bad
20002,424709,48,433788,20002,48,21.6872,26415432,good
20002,424709,48,433788,20002,48,21.6872,13323659,bad
20002,424709,48,433788,20002,48,21.6872,69654761,bad
20002,379371,48,390065,20002,48,19.5013,90197667,bad
20002,379371,48,390065,20002,48,19.5013,59072881,bad
20002,379371,48,390065,20002,48,19.5013,75830645,bad
20002,379371,48,390065,20002,48,19.5013,19932324,bad
20002,402040,49,411233,20002,49,20.5596,59072881,bad
20002,402040,49,411233,20002,49,20.5596,81986705,bad
20002,730740,86,743867,20002,86,37.1896,32168838,bad
20002,730740,86,743867,20002,86,37.1896,29030070,bad
20002,730740,86,743867,20002,86,37.1896,69654761,bad
20002,4.81E+11,102000000,4.81E+11,20002,102000000,24000000,32168839,bad
20002,4.81E+11,102000000,4.81E+11,20002,102000000,24000000,90197665,bad
20002,4.81E+11,102000000,4.81E+11,20002,102000000,24000000,75830647,good
20002,657399,86,669743,20002,86,33.4838,29030070,bad
20002,657399,86,669743,20002,86,33.4838,19932324,bad
20002,657399,86,669743,20002,86,33.4838,1216556,bad
20002,657399,86,669743,20002,86,33.4838,75830647,good
20002,1.64E+11,69900000,1.64E+11,20002,70000000,8200000,26415434,bad
20002,1.64E+11,69900000,1.64E+11,20002,70000000,8200000,26415432,bad
20002,1.64E+11,69900000,1.64E+11,20002,70000000,8200000,81986705,bad
20002,1.64E+11,69900000,1.64E+11,20002,70000000,8200000,69654761,bad
20002,1.64E+11,69900000,1.64E+11,20002,70000000,8200000,1216556,bad
20002,652732,86,664818,20002,86,33.2376,59072881,bad
20002,652732,86,664818,20002,86,33.2376,8793453,bad
20002,652732,86,664818,20002,86,33.2376,26415434,good
20002,652732,86,664818,20002,86,33.2376,45869640,good
20002,652732,86,664818,20002,86,33.2376,75830645,bad
20002,652732,86,664818,20002,86,33.2376,80361466,bad
20001,1620000,100,1630000,20001,100,81.5827,59072881,bad
20001,1620000,100,1630000,20001,100,81.5827,43373442,bad
20001,1620000,100,1630000,20001,100,81.5827,19932324,bad
67200,4590000,1808,4600000,67200,397,68.444,59072882,bad
67200,4590000,1808,4600000,67200,397,68.444,44526267,bad
67200,4590000,1808,4600000,67200,397,68.444,8793453,bad
67200,4590000,1808,4600000,67200,397,68.444,13323659,bad
67200,4590000,1808,4600000,67200,397,68.444,81986705,bad
67200,4590000,1808,4600000,67200,397,68.444,29553942,bad
67200,4590000,1808,4600000,67200,397,68.444,80361467,bad
67200,4590000,1808,4600000,67200,397,68.444,75830647,good
20164,74606.8,9,84216.5,20164,8,4.17658,53302993,bad
20164,74606.8,9,84216.5,20164,8,4.17658,81986705,bad
20164,74606.8,9,84216.5,20164,8,4.17658,32874609,bad
20164,74606.8,9,84216.5,20164,8,4.17658,90197665,bad
20164,74606.8,9,84216.5,20164,8,4.17658,75830647,good
51005,287328,18,308243,51005,18,6.0434,90197667,bad
51005,287328,18,308243,51005,18,6.0434,32168839,bad
51005,287328,18,308243,51005,18,6.0434,75830645,good
51005,287328,18,308243,51005,18,6.0434,19932324,bad
51005,287328,18,308243,51005,18,6.0434,80361467,bad
20002,6.09E+11,100000000,6.09E+11,20002,100000000,30400000,90197667,bad
20002,6.09E+11,100000000,6.09E+11,20002,100000000,30400000,49834419,bad
20002,6.09E+11,100000000,6.09E+11,20002,100000000,30400000,26415432,bad
20002,6.09E+11,100000000,6.09E+11,20002,100000000,30400000,80361467,bad
38620.7,136552,43,154341,40000,15,3.85852,5890862,bad
38620.7,136552,43,154341,40000,15,3.85852,29030070,bad
38620.7,136552,43,154341,40000,15,3.85852,13323659,bad
38620.7,136552,43,154341,40000,15,3.85852,69654761,bad
38620.7,136552,43,154341,40000,15,3.85852,90197665,bad
20002,1740000,247,1750000,20002,247,87.3023,59072881,bad
20002,1740000,247,1750000,20002,247,87.3023,32168838,bad
20002,1740000,247,1750000,20002,247,87.3023,43373442,bad
20002,1740000,247,1750000,20002,247,87.3023,45869640,good
20002,380705,48,390700,20002,48,19.533,90197667,bad
20002,380705,48,390700,20002,48,19.533,8793453,bad
20002,380705,48,390700,20002,48,19.533,29030070,bad
20002,380705,48,390700,20002,48,19.533,32874609,bad
20002,380705,48,390700,20002,48,19.533,80361466,bad
20002,492049,86,503566,20002,86,25.1758,36025722,bad
20002,492049,86,503566,20002,86,25.1758,32168838,bad
20002,492049,86,503566,20002,86,25.1758,13323659,bad
20002,492049,86,503566,20002,86,25.1758,75830645,good
20002,492049,86,503566,20002,86,25.1758,19932324,bad
20002,1950000,247,1960000,20002,247,98.1163,59072881,bad
20002,1950000,247,1960000,20002,247,98.1163,44526267,bad
20002,1950000,247,1960000,20002,247,98.1163,32168838,bad
20002,1950000,247,1960000,20002,247,98.1163,13323659,bad
20002,1950000,247,1960000,20002,247,98.1163,45869640,good
20002,1950000,247,1960000,20002,247,98.1163,80361467,bad
20002,379371,48,389687,20002,48,19.4824,53302993,bad
20002,379371,48,389687,20002,48,19.4824,29553942,bad
20002,379371,48,389687,20002,48,19.4824,1216556,bad
20002,379371,48,389687,20002,48,19.4824,75830647,good
20002,649398,86,662174,20002,86,33.1054,8793453,bad
20002,649398,86,662174,20002,86,33.1054,29030070,bad
20002,649398,86,662174,20002,86,33.1054,26415432,good
20002,649398,86,662174,20002,86,33.1054,81986705,bad
20002,657399,86,669895,20002,86,33.4914,32168839,bad
20002,657399,86,669895,20002,86,33.4914,43373442,bad
20002,657399,86,669895,20002,86,33.4914,26415432,bad
20002,657399,86,669895,20002,86,33.4914,81986705,bad
20002,657399,86,669895,20002,86,33.4914,69654761,bad
21714,3470000,502,3470000,21714,416,159.885,36025722,bad
21714,3470000,502,3470000,21714,416,159.885,32168838,bad
21714,3470000,502,3470000,21714,416,159.885,45869640,bad
21714,3470000,502,3470000,21714,416,159.885,19932324,bad
21714,3470000,502,3470000,21714,416,159.885,75830647,good
10001,548055,103,552816,20002,105,27.638,90197667,bad
10001,548055,103,552816,20002,105,27.638,44526267,bad
10001,548055,103,552816,20002,105,27.638,32168838,bad
10001,548055,103,552816,20002,105,27.638,45869640,good
10001,548055,103,552816,20002,105,27.638,75830645,bad
20001,1570000,100,1590000,20001,100,79.307,44526267,bad
20001,1570000,100,1590000,20001,100,79.307,29030070,bad
20001,1570000,100,1590000,20001,100,79.307,81986705,bad
20001,1570000,100,1590000,20001,100,79.307,19932324,bad
20001,1570000,100,1590000,20001,100,79.307,80361466,bad
20001,1570000,100,1590000,20001,100,79.307,80361467,bad
20002,767410,86,781114,20002,86,39.0518,8793453,bad
20002,767410,86,781114,20002,86,39.0518,26415432,good
20002,767410,86,781114,20002,86,39.0518,81986705,bad
20002,767410,86,781114,20002,86,39.0518,32874609,bad
20002,767410,86,781114,20002,86,39.0518,80361466,bad
20002,767410,86,781114,20002,86,39.0518,80361467,bad
20002,767410,86,781114,20002,86,39.0518,1216556,bad
20002,767410,86,781114,20002,86,39.0518,75830647,good
20002,402040,49,411234,20002,49,20.5596,90197667,bad
20002,402040,49,411234,20002,49,20.5596,53302993,bad
20002,402040,49,411234,20002,49,20.5596,49834419,bad
20002,402040,49,411234,20002,49,20.5596,26415432,good
20002,402040,49,411234,20002,49,20.5596,45869640,good
20002,402040,49,411234,20002,49,20.5596,69654761,bad
20002,402040,49,411234,20002,49,20.5596,80361467,bad
20001,1660000,100,1680000,20001,100,83.8611,59072882,bad
20001,1660000,100,1680000,20001,100,83.8611,26415434,bad
20001,1660000,100,1680000,20001,100,83.8611,13323659,bad
20001,1660000,100,1680000,20001,100,83.8611,81986705,bad
20001,1660000,100,1680000,20001,100,83.8611,69654761,bad
20001,1660000,100,1680000,20001,100,83.8611,19932324,bad
20002,613395,85,625669,20002,85,31.2803,90197667,bad
20002,613395,85,625669,20002,85,31.2803,59072882,bad
20002,613395,85,625669,20002,85,31.2803,36025722,bad
20002,613395,85,625669,20002,85,31.2803,8793453,bad
20002,613395,85,625669,20002,85,31.2803,32168838,bad
20002,613395,85,625669,20002,85,31.2803,75830645,good
20002,613395,85,625669,20002,85,31.2803,80361466,bad
20002,1840000,247,1860000,20002,247,92.7648,44526267,bad
20002,1840000,247,1860000,20002,247,92.7648,49834419,bad
20002,1840000,247,1860000,20002,247,92.7648,32874609,bad
20002,578725,86,590600,20002,86,29.527,36025722,bad
20002,578725,86,590600,20002,86,29.527,26415432,good
20002,578725,86,590600,20002,86,29.527,13323659,bad
20002,578725,86,590600,20002,86,29.527,45869640,good
20002,653399,85,665811,20002,85,33.2872,90197667,bad
20002,653399,85,665811,20002,85,33.2872,59072881,bad
20002,653399,85,665811,20002,85,33.2872,53302993,bad
20002,653399,85,665811,20002,85,33.2872,32874609,bad
20002,653399,85,665811,20002,85,33.2872,80361466,bad
20002,653399,85,665811,20002,85,33.2872,80361467,bad
20002,404040,48,413791,20002,48,20.6875,36025722,bad
20002,404040,48,413791,20002,48,20.6875,44526267,bad
20002,404040,48,413791,20002,48,20.6875,43373442,bad
20002,404040,48,413791,20002,48,20.6875,69654761,bad
20002,404040,48,413791,20002,48,20.6875,1216556,bad
20002,404040,48,413791,20002,48,20.6875,75830647,bad
20002,572057,87,583213,20002,87,29.1578,90197667,bad
20002,572057,87,583213,20002,87,29.1578,59072882,bad
20002,572057,87,583213,20002,87,29.1578,5890862,bad
20002,572057,87,583213,20002,87,29.1578,45869640,good
20002,572057,87,583213,20002,87,29.1578,81986705,bad
20002,572057,87,583213,20002,87,29.1578,32874609,bad
20002,572057,87,583213,20002,87,29.1578,90197665,bad
21502,3060000,559,3070000,21502,416,142.637,45869640,bad
21502,3060000,559,3070000,21502,416,142.637,29553942,bad
21502,3060000,559,3070000,21502,416,142.637,90197665,bad
20002,1630000,248,1640000,20002,248,82.1868,26415434,good
29333.3,37333.3,4,52093.4,40000,3,1.30233,90197667,bad
29333.3,37333.3,4,52093.4,40000,3,1.30233,36025722,bad
29333.3,37333.3,4,52093.4,40000,3,1.30233,32168839,bad
29333.3,37333.3,4,52093.4,40000,3,1.30233,43373442,bad
29333.3,37333.3,4,52093.4,40000,3,1.30233,32874609,bad
20002,5.88E+11,103000000,5.88E+11,20002,103000000,29400000,49834419,bad
20002,5.88E+11,103000000,5.88E+11,20002,103000000,29400000,1216556,bad
20002,1630000,247,1640000,20002,247,82.0364,69654761,bad
20002,1630000,247,1640000,20002,247,82.0364,80361466,bad
11334.5,1400000,249,1410000,20002,251,70.2809,90197667,bad
11334.5,1400000,249,1410000,20002,251,70.2809,36025722,bad
11334.5,1400000,249,1410000,20002,251,70.2809,26415434,bad
11334.5,1400000,249,1410000,20002,251,70.2809,29553942,bad
11334.5,1400000,249,1410000,20002,251,70.2809,69654761,bad
11334.5,1400000,249,1410000,20002,251,70.2809,80361467,bad
20002,379371,48,389687,20002,48,19.4824,69654761,bad
20002,1670000,248,1690000,20002,248,84.4185,8793453,bad
20002,1670000,248,1690000,20002,248,84.4185,75830645,bad
20002,1670000,248,1690000,20002,248,84.4185,81986705,bad
20002,1670000,248,1690000,20002,248,84.4185,32874609,bad
20002,1670000,248,1690000,20002,248,84.4185,80361466,bad
20002,1850000,248,1860000,20002,248,92.929,8793453,bad
20002,1850000,248,1860000,20002,248,92.929,45869640,good
20002,1850000,248,1860000,20002,248,92.929,32874609,bad
20002,1850000,248,1860000,20002,248,92.929,1216556,bad
20002,1850000,248,1860000,20002,248,92.929,75830647,bad
20002,4.06E+11,100000000,4.06E+11,20002,100000000,20300000,90197667,bad
38666.7,145333,43,162363,40000,15,4.05908,32168838,bad
38666.7,145333,43,162363,40000,15,4.05908,45869640,bad
38666.7,145333,43,162363,40000,15,4.05908,80361466,bad
34666.7,45333.3,112,57043.5,40000,17,1.42609,59072882,bad
34666.7,45333.3,112,57043.5,40000,17,1.42609,8793453,bad
34666.7,45333.3,112,57043.5,40000,17,1.42609,32168838,bad
34666.7,45333.3,112,57043.5,40000,17,1.42609,43373442,bad
34666.7,45333.3,112,57043.5,40000,17,1.42609,26415434,bad
34666.7,45333.3,112,57043.5,40000,17,1.42609,13323659,bad
34666.7,45333.3,112,57043.5,40000,17,1.42609,45869640,bad
34666.7,45333.3,112,57043.5,40000,17,1.42609,69654761,bad
34666.7,45333.3,112,57043.5,40000,17,1.42609,19932324,bad
34666.7,45333.3,112,57043.5,40000,17,1.42609,80361467,bad
20002,694736,86,706725,20002,86,35.3327,26415432,good
20002,694736,86,706725,20002,86,35.3327,13323659,bad
20002,694736,86,706725,20002,86,35.3327,81986705,bad
20002,694736,86,706725,20002,86,35.3327,69654761,bad
20002,447378,49,455769,20002,49,22.7861,59072881,bad
20002,447378,49,455769,20002,49,22.7861,8793453,bad
20002,447378,49,455769,20002,49,22.7861,43373442,bad
20002,447378,49,455769,20002,49,22.7861,5890862,bad
20002,447378,49,455769,20002,49,22.7861,26415432,good
20002,447378,49,455769,20002,49,22.7861,13323659,bad
20002,447378,49,455769,20002,49,22.7861,90197665,bad
20002,1740000,247,1750000,20002,247,87.5395,8793453,bad
20002,1740000,247,1750000,20002,247,87.5395,5890862,bad
20002,1740000,247,1750000,20002,247,87.5395,45869640,good
20002,1740000,247,1750000,20002,247,87.5395,29553942,bad
20002,1740000,247,1750000,20002,247,87.5395,19932324,bad
20002,5.1E+11,100000000,5.1E+11,20002,100000000,25500000,5890862,bad
20002,5.1E+11,100000000,5.1E+11,20002,100000000,25500000,75830645,bad
20002,5.1E+11,100000000,5.1E+11,20002,100000000,25500000,90197665,bad
20001,1660000,100,1680000,20001,100,83.8593,59072881,bad
20001,1660000,100,1680000,20001,100,83.8593,44526267,bad
20001,1660000,100,1680000,20001,100,83.8593,32168839,bad
20001,1660000,100,1680000,20001,100,83.8593,81986705,bad
20001,1660000,100,1680000,20001,100,83.8593,69654761,bad
20001,1660000,100,1680000,20001,100,83.8593,19932324,bad
38666.7,157333,27,174299,40000,13,4.35747,59072881,bad
38666.7,157333,27,174299,40000,13,4.35747,29553942,bad
38666.7,157333,27,174299,40000,13,4.35747,80361467,bad
20002,424709,50,434950,20002,50,21.7453,90197667,bad
20002,424709,50,434950,20002,50,21.7453,59072882,bad
20002,424709,50,434950,20002,50,21.7453,29030070,bad
20002,424709,50,434950,20002,50,21.7453,80361467,bad
20002,424709,50,434950,20002,50,21.7453,1216556,bad
20002,729406,86,741944,20002,86,37.0935,59072882,bad
20002,729406,86,741944,20002,86,37.0935,53302993,bad
20002,729406,86,741944,20002,86,37.0935,8793453,bad
20002,729406,86,741944,20002,86,37.0935,49834419,bad
20002,729406,86,741944,20002,86,37.0935,26415432,good
20002,729406,86,741944,20002,86,37.0935,13323659,bad
20002,729406,86,741944,20002,86,37.0935,69654761,bad
20002,729406,86,741944,20002,86,37.0935,19932324,bad
20002,729406,86,741944,20002,86,37.0935,80361466,bad
20002,1850000,248,1860000,20002,248,92.9222,49834419,bad
20002,1850000,248,1860000,20002,248,92.9222,45869640,good
20002,1850000,248,1860000,20002,248,92.9222,19932324,bad
20002,1850000,248,1860000,20002,248,92.9222,80361467,bad
20002,649398,86,662306,20002,86,33.112,8793453,bad
20002,649398,86,662306,20002,86,33.112,45869640,good
20002,649398,86,662306,20002,86,33.112,32874609,bad
20001,1620000,100,1630000,20001,100,81.5863,32168838,bad
20001,1620000,100,1630000,20001,100,81.5863,45869640,bad
20002,3.96E+11,102000000,3.96E+11,20002,102000000,19800000,36025722,bad
20002,3.96E+11,102000000,3.96E+11,20002,102000000,19800000,53302993,bad
20002,3.96E+11,102000000,3.96E+11,20002,102000000,19800000,43373442,bad
20002,3.96E+11,102000000,3.96E+11,20002,102000000,19800000,5890862,bad
20002,3.96E+11,102000000,3.96E+11,20002,102000000,19800000,26415434,bad
20002,3.96E+11,102000000,3.96E+11,20002,102000000,19800000,90197665,bad
10001,516718,121,524548,20002,123,26.2248,59072882,bad
10001,516718,121,524548,20002,123,26.2248,32168839,bad
10001,516718,121,524548,20002,123,26.2248,5890862,bad
10001,516718,121,524548,20002,123,26.2248,13323659,bad
10001,516718,121,524548,20002,123,26.2248,75830645,good
10001,516718,121,524548,20002,123,26.2248,90197665,bad
10001,516718,121,524548,20002,123,26.2248,75830647,good
15641.5,64606.3,6,68110.8,20402,6,3.33844,5890862,bad
15641.5,64606.3,6,68110.8,20402,6,3.33844,29030070,bad
20002,1630000,248,1640000,20002,248,82.1905,26415432,good
20002,1630000,248,1640000,20002,248,82.1905,45869640,good
20002,1630000,248,1640000,20002,248,82.1905,81986705,bad
20002,1630000,248,1640000,20002,248,82.1905,75830647,good
20002,649398,86,662274,20002,86,33.1104,59072882,bad
20002,649398,86,662274,20002,86,33.1104,59072881,bad
20002,649398,86,662274,20002,86,33.1104,53302993,bad
20002,649398,86,662274,20002,86,33.1104,43373442,bad
20002,649398,86,662274,20002,86,33.1104,45869640,good
20002,649398,86,662274,20002,86,33.1104,69654761,bad
20002,649398,86,662274,20002,86,33.1104,32874609,bad
20002,649398,86,662274,20002,86,33.1104,19932324,bad
20002,649398,86,662274,20002,86,33.1104,80361467,bad
20164,70574,9,81017.1,20164,8,4.01791,44526267,bad
20164,70574,9,81017.1,20164,8,4.01791,32168839,bad
20164,70574,9,81017.1,20164,8,4.01791,43373442,bad
20164,70574,9,81017.1,20164,8,4.01791,5890862,bad
20164,70574,9,81017.1,20164,8,4.01791,69654761,bad
20164,70574,9,81017.1,20164,8,4.01791,19932324,bad
20164,70574,9,81017.1,20164,8,4.01791,1216556,bad
21784,2490000,558,2490000,21784,332,114.289,59072881,bad
21784,2490000,558,2490000,21784,332,114.289,49834419,bad
21784,2490000,558,2490000,21784,332,114.289,29030070,bad
21784,2490000,558,2490000,21784,332,114.289,26415434,bad
21784,2490000,558,2490000,21784,332,114.289,81986705,bad
21784,2490000,558,2490000,21784,332,114.289,90197665,bad
21784,2490000,558,2490000,21784,332,114.289,1216556,bad
20002,390384,50,401560,20002,50,20.076,32168839,bad
20002,390384,50,401560,20002,50,20.076,5890862,bad
20002,390384,50,401560,20002,50,20.076,29030070,bad
20002,390384,50,401560,20002,50,20.076,81986705,bad
20002,390384,50,401560,20002,50,20.076,80361466,bad
20002,402040,49,411213,20002,49,20.5586,90197667,bad
20002,402040,49,411213,20002,49,20.5586,26415434,bad
20002,1520000,248,1540000,20002,248,76.8172,90197667,bad
20002,1520000,248,1540000,20002,248,76.8172,59072881,bad
20002,1520000,248,1540000,20002,248,76.8172,36025722,bad
20002,1520000,248,1540000,20002,248,76.8172,75830645,good
20002,1520000,248,1540000,20002,248,76.8172,69654761,bad
20002,1520000,248,1540000,20002,248,76.8172,19932324,bad
9334.27,510718,102,515941,20002,104,25.7945,59072881,bad
9334.27,510718,102,515941,20002,104,25.7945,36025722,bad
9334.27,510718,102,515941,20002,104,25.7945,44526267,bad
9334.27,510718,102,515941,20002,104,25.7945,13323659,bad
